,n_locks,simulation,model,model_params,participant,trial,symbol,action,time,DISCOUNT,HORIZON,BETA
28,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,28,1,1,1.55,1.0,500.99,25.49
29,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,29,3,2,9.8,1.0,500.99,25.49
30,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,30,0,1,1.9,1.0,500.99,25.49
31,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,31,0,1,1.47,1.0,500.99,25.49
32,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,32,1,1,1.73,1.0,500.99,25.49
33,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,33,2,1,1.63,1.0,500.99,25.49
34,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,34,3,1,2.1,1.0,500.99,25.49
35,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,35,2,1,2.15,1.0,500.99,25.49
36,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,36,0,1,2.1100000000000003,1.0,500.99,25.49
37,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,37,0,1,0.8200000000000001,1.0,500.99,25.49
38,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,38,1,1,2.35,1.0,500.99,25.49
39,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,39,2,1,2.1399999999999997,1.0,500.99,25.49
40,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,40,4,0,6.09,1.0,500.99,25.49
41,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,41,0,1,2.12,1.0,500.99,25.49
42,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,42,0,1,1.6400000000000001,1.0,500.99,25.49
43,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,43,1,1,2.8600000000000003,1.0,500.99,25.49
44,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,44,4,0,5.0,1.0,500.99,25.49
45,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,45,0,1,1.9300000000000002,1.0,500.99,25.49
46,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,46,0,1,1.18,1.0,500.99,25.49
47,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,47,3,1,1.25,1.0,500.99,25.49
48,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,48,1,1,2.73,1.0,500.99,25.49
49,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,49,0,1,1.13,1.0,500.99,25.49
50,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,50,4,0,5.77,1.0,500.99,25.49
51,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,51,1,1,1.77,1.0,500.99,25.49
52,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,52,3,1,1.96,1.0,500.99,25.49
53,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,53,2,1,1.95,1.0,500.99,25.49
54,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,54,2,1,2.0700000000000003,1.0,500.99,25.49
55,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,55,0,1,2.2,1.0,500.99,25.49
56,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,56,0,1,1.94,1.0,500.99,25.49
57,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,57,2,1,1.71,1.0,500.99,25.49
58,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,58,3,1,2.7199999999999998,1.0,500.99,25.49
59,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,59,1,1,1.41,1.0,500.99,25.49
60,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,60,0,1,1.85,1.0,500.99,25.49
61,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,61,0,1,2.08,1.0,500.99,25.49
62,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,62,4,0,5.8,1.0,500.99,25.49
63,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,63,0,1,1.97,1.0,500.99,25.49
64,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,64,1,1,2.51,1.0,500.99,25.49
65,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,65,0,1,2.06,1.0,500.99,25.49
66,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,66,3,1,2.19,1.0,500.99,25.49
67,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,67,2,1,2.06,1.0,500.99,25.49
68,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,68,1,1,1.44,1.0,500.99,25.49
69,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,69,0,1,1.49,1.0,500.99,25.49
70,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,70,0,1,1.96,1.0,500.99,25.49
71,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,71,1,1,2.55,1.0,500.99,25.49
72,4,1,Discount,"{'DISCOUNT': 1.0, 'HORIZON': 500.99, 'BETA': 25.49}",0,72,0,1,1.8599999999999999,1.0,500.99,25.49
0,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,0,4,0,6.68,0.87,500.88,38.15
1,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,1,1,0,6.63,0.87,500.88,38.15
2,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,2,0,0,6.39,0.87,500.88,38.15
3,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,3,0,0,5.23,0.87,500.88,38.15
4,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,4,2,0,6.17,0.87,500.88,38.15
5,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,5,3,0,6.03,0.87,500.88,38.15
6,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,6,3,0,5.65,0.87,500.88,38.15
7,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,7,4,0,6.1899999999999995,0.87,500.88,38.15
8,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,8,0,0,5.45,0.87,500.88,38.15
9,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,9,0,0,5.28,0.87,500.88,38.15
10,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,10,0,0,5.89,0.87,500.88,38.15
11,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,11,0,0,5.29,0.87,500.88,38.15
12,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,12,0,0,6.33,0.87,500.88,38.15
13,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,13,0,0,4.9,0.87,500.88,38.15
14,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,14,4,0,4.91,0.87,500.88,38.15
15,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,15,1,0,6.14,0.87,500.88,38.15
16,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,16,1,0,5.89,0.87,500.88,38.15
17,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,17,1,0,5.33,0.87,500.88,38.15
18,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,18,2,0,5.6,0.87,500.88,38.15
19,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,19,0,0,5.39,0.87,500.88,38.15
20,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,20,2,0,7.15,0.87,500.88,38.15
21,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,21,1,0,5.61,0.87,500.88,38.15
22,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,22,3,0,7.12,0.87,500.88,38.15
23,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,23,0,0,5.11,0.87,500.88,38.15
24,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,24,2,0,6.3100000000000005,0.87,500.88,38.15
25,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,25,0,0,6.15,0.87,500.88,38.15
26,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,26,2,0,6.48,0.87,500.88,38.15
27,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,27,0,0,6.02,0.87,500.88,38.15
28,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,28,1,0,5.53,0.87,500.88,38.15
29,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,29,2,0,6.59,0.87,500.88,38.15
30,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,30,1,0,5.73,0.87,500.88,38.15
31,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,31,0,0,6.7,0.87,500.88,38.15
32,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,32,0,0,6.3,0.87,500.88,38.15
33,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,33,0,0,6.1899999999999995,0.87,500.88,38.15
34,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,34,0,0,6.09,0.87,500.88,38.15
35,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,35,1,0,5.33,0.87,500.88,38.15
36,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,36,3,0,5.23,0.87,500.88,38.15
37,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,37,4,0,5.63,0.87,500.88,38.15
38,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,38,2,0,5.28,0.87,500.88,38.15
39,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,39,3,0,6.2,0.87,500.88,38.15
40,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,40,3,0,5.88,0.87,500.88,38.15
41,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,41,4,0,6.85,0.87,500.88,38.15
42,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,42,1,0,5.71,0.87,500.88,38.15
43,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,43,0,0,6.1899999999999995,0.87,500.88,38.15
44,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,44,1,0,5.54,0.87,500.88,38.15
45,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,45,0,0,5.2,0.87,500.88,38.15
46,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,46,0,0,5.82,0.87,500.88,38.15
47,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,47,2,0,6.6899999999999995,0.87,500.88,38.15
48,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,48,0,0,5.62,0.87,500.88,38.15
49,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,49,1,0,5.9,0.87,500.88,38.15
50,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,50,0,0,5.35,0.87,500.88,38.15
51,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,51,1,0,6.05,0.87,500.88,38.15
52,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,52,0,0,5.09,0.87,500.88,38.15
53,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,53,4,0,5.6899999999999995,0.87,500.88,38.15
54,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,54,0,0,6.4399999999999995,0.87,500.88,38.15
55,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,55,0,0,6.15,0.87,500.88,38.15
56,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,56,0,0,5.63,0.87,500.88,38.15
57,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,57,1,0,6.4,0.87,500.88,38.15
58,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,58,2,0,6.5,0.87,500.88,38.15
59,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,59,0,0,6.41,0.87,500.88,38.15
60,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,60,2,0,5.63,0.87,500.88,38.15
61,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,61,3,0,5.64,0.87,500.88,38.15
62,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,62,2,0,6.3100000000000005,0.87,500.88,38.15
63,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,63,0,0,6.49,0.87,500.88,38.15
64,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,64,4,0,6.14,0.87,500.88,38.15
65,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,65,1,0,5.71,0.87,500.88,38.15
66,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,66,3,0,6.17,0.87,500.88,38.15
67,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,67,3,0,6.2,0.87,500.88,38.15
68,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,68,0,0,7.0600000000000005,0.87,500.88,38.15
69,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,69,0,0,5.97,0.87,500.88,38.15
70,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,70,0,0,6.24,0.87,500.88,38.15
71,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,71,1,0,6.46,0.87,500.88,38.15
72,4,1,Discount,"{'DISCOUNT': 0.87, 'HORIZON': 500.88, 'BETA': 38.15}",1,72,2,0,6.02,0.87,500.88,38.15
0,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,0,4,0,5.44,0.83,500.6,47.66
1,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,1,3,0,5.76,0.83,500.6,47.66
2,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,2,2,0,5.8100000000000005,0.83,500.6,47.66
3,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,3,2,0,5.89,0.83,500.6,47.66
4,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,4,2,0,5.28,0.83,500.6,47.66
5,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,5,0,0,5.23,0.83,500.6,47.66
6,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,6,3,0,6.57,0.83,500.6,47.66
7,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,7,0,0,6.39,0.83,500.6,47.66
8,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,8,0,0,5.73,0.83,500.6,47.66
9,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,9,3,0,6.24,0.83,500.6,47.66
10,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,10,1,0,6.0600000000000005,0.83,500.6,47.66
11,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,11,1,0,5.6899999999999995,0.83,500.6,47.66
12,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,12,2,0,6.51,0.83,500.6,47.66
13,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,13,0,0,5.68,0.83,500.6,47.66
14,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,14,1,0,6.73,0.83,500.6,47.66
15,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,15,0,0,6.15,0.83,500.6,47.66
16,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,16,4,0,6.03,0.83,500.6,47.66
17,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,17,4,0,5.71,0.83,500.6,47.66
18,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,18,0,0,6.04,0.83,500.6,47.66
19,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,19,0,0,5.71,0.83,500.6,47.66
20,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,20,1,0,6.03,0.83,500.6,47.66
21,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,21,1,0,6.23,0.83,500.6,47.66
22,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,22,0,0,5.98,0.83,500.6,47.66
23,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,23,0,0,5.59,0.83,500.6,47.66
24,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,24,0,0,5.85,0.83,500.6,47.66
25,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,25,4,0,5.24,0.83,500.6,47.66
26,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,26,3,0,5.26,0.83,500.6,47.66
27,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,27,0,0,5.96,0.83,500.6,47.66
28,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,28,1,0,6.66,0.83,500.6,47.66
29,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,29,0,0,6.42,0.83,500.6,47.66
30,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,30,4,0,6.04,0.83,500.6,47.66
31,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,31,3,0,6.03,0.83,500.6,47.66
32,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,32,2,0,5.93,0.83,500.6,47.66
33,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,33,2,0,5.86,0.83,500.6,47.66
34,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,34,0,0,6.92,0.83,500.6,47.66
35,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,35,0,0,5.7,0.83,500.6,47.66
36,4,1,Discount,"{'DISCOUNT': 0.83, 'HORIZON': 500.6, 'BETA': 47.66}",2,36,0,0,5.58,0.83,500.6,47.66
