,n_locks,simulation,model,model_params,participant,trial,symbol,action,time,DISCOUNT,HORIZON,BETA
58,4,1,Discount,"{'DISCOUNT': 0.99, 'HORIZON': 500.27, 'BETA': 3.53}",0,58,0,1,2.1100000000000003,0.99,500.27,3.53
59,4,1,Discount,"{'DISCOUNT': 0.99, 'HORIZON': 500.27, 'BETA': 3.53}",0,59,0,1,2.1,0.99,500.27,3.53
60,4,1,Discount,"{'DISCOUNT': 0.99, 'HORIZON': 500.27, 'BETA': 3.53}",0,60,2,1,1.9100000000000001,0.99,500.27,3.53
61,4,1,Discount,"{'DISCOUNT': 0.99, 'HORIZON': 500.27, 'BETA': 3.53}",0,61,1,1,1.81,0.99,500.27,3.53
62,4,1,Discount,"{'DISCOUNT': 0.99, 'HORIZON': 500.27, 'BETA': 3.53}",0,62,1,1,1.65,0.99,500.27,3.53
63,4,1,Discount,"{'DISCOUNT': 0.99, 'HORIZON': 500.27, 'BETA': 3.53}",0,63,0,1,1.52,0.99,500.27,3.53
64,4,1,Discount,"{'DISCOUNT': 0.99, 'HORIZON': 500.27, 'BETA': 3.53}",0,64,0,1,1.33,0.99,500.27,3.53
65,4,1,Discount,"{'DISCOUNT': 0.99, 'HORIZON': 500.27, 'BETA': 3.53}",0,65,2,1,1.9100000000000001,0.99,500.27,3.53
66,4,1,Discount,"{'DISCOUNT': 0.99, 'HORIZON': 500.27, 'BETA': 3.53}",0,66,0,1,2.38,0.99,500.27,3.53
67,4,1,Discount,"{'DISCOUNT': 0.99, 'HORIZON': 500.27, 'BETA': 3.53}",0,67,1,1,1.53,0.99,500.27,3.53
68,4,1,Discount,"{'DISCOUNT': 0.99, 'HORIZON': 500.27, 'BETA': 3.53}",0,68,0,1,1.37,0.99,500.27,3.53
69,4,1,Discount,"{'DISCOUNT': 0.99, 'HORIZON': 500.27, 'BETA': 3.53}",0,69,0,1,2.25,0.99,500.27,3.53
70,4,1,Discount,"{'DISCOUNT': 0.99, 'HORIZON': 500.27, 'BETA': 3.53}",0,70,4,0,6.42,0.99,500.27,3.53
71,4,1,Discount,"{'DISCOUNT': 0.99, 'HORIZON': 500.27, 'BETA': 3.53}",0,71,1,1,1.41,0.99,500.27,3.53
72,4,1,Discount,"{'DISCOUNT': 0.99, 'HORIZON': 500.27, 'BETA': 3.53}",0,72,0,1,1.42,0.99,500.27,3.53
0,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,0,4,0,5.97,0.77,500.85,13.48
1,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,1,2,0,5.66,0.77,500.85,13.48
2,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,2,1,0,6.98,0.77,500.85,13.48
3,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,3,1,0,5.51,0.77,500.85,13.48
4,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,4,1,0,5.8100000000000005,0.77,500.85,13.48
5,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,5,2,0,5.52,0.77,500.85,13.48
6,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,6,0,0,6.5600000000000005,0.77,500.85,13.48
7,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,7,2,0,5.83,0.77,500.85,13.48
8,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,8,0,0,5.6,0.77,500.85,13.48
9,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,9,0,0,6.14,0.77,500.85,13.48
10,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,10,0,0,6.66,0.77,500.85,13.48
11,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,11,0,0,5.79,0.77,500.85,13.48
12,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,12,3,0,5.09,0.77,500.85,13.48
13,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,13,0,0,6.88,0.77,500.85,13.48
14,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,14,1,0,5.66,0.77,500.85,13.48
15,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,15,2,0,5.99,0.77,500.85,13.48
16,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,16,0,0,5.61,0.77,500.85,13.48
17,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,17,1,0,6.02,0.77,500.85,13.48
18,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,18,0,0,5.53,0.77,500.85,13.48
19,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,19,3,0,5.61,0.77,500.85,13.48
20,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,20,0,0,6.04,0.77,500.85,13.48
21,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,21,0,0,6.28,0.77,500.85,13.48
22,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,22,4,0,6.2,0.77,500.85,13.48
23,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,23,3,0,6.12,0.77,500.85,13.48
24,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,24,4,0,6.18,0.77,500.85,13.48
25,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,25,4,0,6.23,0.77,500.85,13.48
26,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,26,0,0,5.72,0.77,500.85,13.48
27,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,27,0,0,5.85,0.77,500.85,13.48
28,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,28,0,0,5.47,0.77,500.85,13.48
29,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,29,0,0,6.58,0.77,500.85,13.48
30,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,30,1,0,6.03,0.77,500.85,13.48
31,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,31,0,0,5.25,0.77,500.85,13.48
32,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,32,0,0,6.6899999999999995,0.77,500.85,13.48
33,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,33,0,0,6.0600000000000005,0.77,500.85,13.48
34,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,34,2,0,6.54,0.77,500.85,13.48
35,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,35,1,0,6.0600000000000005,0.77,500.85,13.48
36,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,36,3,0,5.46,0.77,500.85,13.48
37,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,37,1,0,6.04,0.77,500.85,13.48
38,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,38,2,0,6.36,0.77,500.85,13.48
39,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,39,3,0,5.66,0.77,500.85,13.48
40,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,40,0,0,5.98,0.77,500.85,13.48
41,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,41,0,0,5.16,0.77,500.85,13.48
42,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,42,1,0,5.55,0.77,500.85,13.48
43,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,43,3,0,6.49,0.77,500.85,13.48
44,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,44,1,0,6.5,0.77,500.85,13.48
45,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,45,2,0,5.97,0.77,500.85,13.48
46,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,46,4,0,5.82,0.77,500.85,13.48
47,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,47,0,0,6.0600000000000005,0.77,500.85,13.48
48,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,48,2,0,6.89,0.77,500.85,13.48
49,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,49,1,0,5.02,0.77,500.85,13.48
50,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,50,0,0,6.49,0.77,500.85,13.48
51,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,51,2,0,6.09,0.77,500.85,13.48
52,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,52,0,0,5.7,0.77,500.85,13.48
53,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,53,3,0,6.63,0.77,500.85,13.48
54,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,54,3,0,5.8,0.77,500.85,13.48
55,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,55,0,0,6.12,0.77,500.85,13.48
56,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,56,1,0,6.68,0.77,500.85,13.48
57,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,57,0,0,6.08,0.77,500.85,13.48
58,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,58,4,0,5.99,0.77,500.85,13.48
59,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,59,0,0,5.35,0.77,500.85,13.48
60,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,60,0,0,7.02,0.77,500.85,13.48
61,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,61,0,0,6.34,0.77,500.85,13.48
62,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,62,1,0,6.41,0.77,500.85,13.48
63,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,63,0,0,6.6,0.77,500.85,13.48
64,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,64,0,0,4.91,0.77,500.85,13.48
65,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,65,0,0,5.53,0.77,500.85,13.48
66,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,66,2,0,6.47,0.77,500.85,13.48
67,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,67,2,0,5.84,0.77,500.85,13.48
68,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,68,1,0,5.98,0.77,500.85,13.48
69,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,69,4,0,5.53,0.77,500.85,13.48
70,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,70,3,0,5.78,0.77,500.85,13.48
71,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,71,2,0,6.12,0.77,500.85,13.48
72,4,1,Discount,"{'DISCOUNT': 0.77, 'HORIZON': 500.85, 'BETA': 13.48}",1,72,1,0,5.47,0.77,500.85,13.48
0,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,0,4,0,6.9399999999999995,0.81,500.06,25.97
1,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,1,0,0,5.62,0.81,500.06,25.97
2,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,2,0,0,4.91,0.81,500.06,25.97
3,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,3,2,0,6.12,0.81,500.06,25.97
4,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,4,1,0,6.07,0.81,500.06,25.97
5,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,5,1,0,5.71,0.81,500.06,25.97
6,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,6,4,0,6.07,0.81,500.06,25.97
7,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,7,0,0,6.66,0.81,500.06,25.97
8,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,8,2,0,5.92,0.81,500.06,25.97
9,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,9,0,0,5.8,0.81,500.06,25.97
10,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,10,3,0,6.51,0.81,500.06,25.97
11,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,11,0,0,5.95,0.81,500.06,25.97
12,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,12,0,0,7.17,0.81,500.06,25.97
13,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,13,3,0,6.45,0.81,500.06,25.97
14,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,14,0,0,5.77,0.81,500.06,25.97
15,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,15,0,0,6.65,0.81,500.06,25.97
16,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,16,2,0,6.9,0.81,500.06,25.97
17,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,17,1,0,5.82,0.81,500.06,25.97
18,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,18,4,0,6.55,0.81,500.06,25.97
19,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,19,3,0,6.11,0.81,500.06,25.97
20,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,20,2,0,5.01,0.81,500.06,25.97
21,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,21,1,0,5.8100000000000005,0.81,500.06,25.97
22,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,22,0,0,5.31,0.81,500.06,25.97
23,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,23,1,0,6.05,0.81,500.06,25.97
24,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,24,0,0,6.62,0.81,500.06,25.97
25,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,25,2,0,5.62,0.81,500.06,25.97
26,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,26,3,0,6.47,0.81,500.06,25.97
27,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,27,0,0,6.57,0.81,500.06,25.97
28,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,28,4,0,5.35,0.81,500.06,25.97
29,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,29,2,0,5.49,0.81,500.06,25.97
30,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,30,2,0,5.26,0.81,500.06,25.97
31,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,31,0,0,5.37,0.81,500.06,25.97
32,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,32,0,0,6.1,0.81,500.06,25.97
33,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,33,0,0,6.76,0.81,500.06,25.97
34,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,34,0,0,5.72,0.81,500.06,25.97
35,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,35,0,0,6.35,0.81,500.06,25.97
36,4,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 500.06, 'BETA': 25.97}",2,36,1,0,5.72,0.81,500.06,25.97
