,model,DISCOUNT,HORIZON,BETA,ll
38,normative,0.0,28.636363636363637,0.18181818181818182,-2185.97
39,normative,0.0,28.636363636363637,0.2727272727272727,-2201.07
40,normative,0.0,28.636363636363637,0.36363636363636365,-2237.48
41,normative,0.0,28.636363636363637,0.45454545454545453,-2290.34
42,normative,0.0,28.636363636363637,0.5454545454545454,-2355.76
43,normative,0.0,28.636363636363637,0.6363636363636364,-2430.87
44,normative,0.0,28.636363636363637,0.7272727272727273,-2513.63
45,normative,0.0,28.636363636363637,0.8181818181818182,-2567.42
46,normative,0.0,28.636363636363637,0.9090909090909091,-2600.25
47,normative,0.0,28.636363636363637,1.0,-2636.71
48,normative,0.0,38.18181818181818,0.0,-2239.77
49,normative,0.0,38.18181818181818,0.09090909090909091,-2199.77
50,normative,0.0,38.18181818181818,0.18181818181818182,-2190.65
51,normative,0.0,38.18181818181818,0.2727272727272727,-2207.91
52,normative,0.0,38.18181818181818,0.36363636363636365,-2246.09
53,normative,0.0,38.18181818181818,0.45454545454545453,-2300.16
54,normative,0.0,38.18181818181818,0.5454545454545454,-2366.17
55,normative,0.0,38.18181818181818,0.6363636363636364,-2441.24
56,normative,0.0,38.18181818181818,0.7272727272727273,-2523.36
57,normative,0.0,38.18181818181818,0.8181818181818182,-2575.34
58,normative,0.0,38.18181818181818,0.9090909090909091,-2605.43
59,normative,0.0,38.18181818181818,1.0,-2638.94
60,normative,0.0,47.72727272727273,0.0,-2239.77
61,normative,0.0,47.72727272727273,0.09090909090909091,-2202.65
62,normative,0.0,47.72727272727273,0.18181818181818182,-2196.64
63,normative,0.0,47.72727272727273,0.2727272727272727,-2217.16
64,normative,0.0,47.72727272727273,0.36363636363636365,-2258.63
65,normative,0.0,47.72727272727273,0.45454545454545453,-2315.97
66,normative,0.0,47.72727272727273,0.5454545454545454,-2385.17
67,normative,0.0,47.72727272727273,0.6363636363636364,-2463.35
68,normative,0.0,47.72727272727273,0.7272727272727273,-2548.51
69,normative,0.0,47.72727272727273,0.8181818181818182,-2602.56
70,normative,0.0,47.72727272727273,0.9090909090909091,-2633.99
71,normative,0.0,47.72727272727273,1.0,-2668.84
72,normative,0.0,57.27272727272727,0.0,-2239.77
73,normative,0.0,57.27272727272727,0.09090909090909091,-2207.88
74,normative,0.0,57.27272727272727,0.18181818181818182,-2207.71
75,normative,0.0,57.27272727272727,0.2727272727272727,-2234.62
76,normative,0.0,57.27272727272727,0.36363636363636365,-2283.04
77,normative,0.0,57.27272727272727,0.45454545454545453,-2347.84
78,normative,0.0,57.27272727272727,0.5454545454545454,-2425.03
79,normative,0.0,57.27272727272727,0.6363636363636364,-2511.73
80,normative,0.0,57.27272727272727,0.7272727272727273,-2605.94
81,normative,0.0,57.27272727272727,0.8181818181818182,-2668.3
82,normative,0.0,57.27272727272727,0.9090909090909091,-2707.65
83,normative,0.0,57.27272727272727,1.0,-2751.11
84,normative,0.0,66.81818181818181,0.0,-2239.77
85,normative,0.0,66.81818181818181,0.09090909090909091,-2213.57
86,normative,0.0,66.81818181818181,0.18181818181818182,-2220.06
87,normative,0.0,66.81818181818181,0.2727272727272727,-2254.61
88,normative,0.0,66.81818181818181,0.36363636363636365,-2311.62
89,normative,0.0,66.81818181818181,0.45454545454545453,-2385.93
90,normative,0.0,66.81818181818181,0.5454545454545454,-2473.53
91,normative,0.0,66.81818181818181,0.6363636363636364,-2571.48
92,normative,0.0,66.81818181818181,0.7272727272727273,-2677.75
93,normative,0.0,66.81818181818181,0.8181818181818182,-2752.94
94,normative,0.0,66.81818181818181,0.9090909090909091,-2805.81
95,normative,0.0,66.81818181818181,1.0,-2863.66
96,normative,0.0,76.36363636363636,0.0,-2239.77
97,normative,0.0,76.36363636363636,0.09090909090909091,-2218.95
98,normative,0.0,76.36363636363636,0.18181818181818182,-2232.18
99,normative,0.0,76.36363636363636,0.2727272727272727,-2274.8
100,normative,0.0,76.36363636363636,0.36363636363636365,-2341.15
101,normative,0.0,76.36363636363636,0.45454545454545453,-2426.01
102,normative,0.0,76.36363636363636,0.5454545454545454,-2525.28
103,normative,0.0,76.36363636363636,0.6363636363636364,-2635.97
104,normative,0.0,76.36363636363636,0.7272727272727273,-2755.95
105,normative,0.0,76.36363636363636,0.8181818181818182,-2845.72
106,normative,0.0,76.36363636363636,0.9090909090909091,-2913.95
107,normative,0.0,76.36363636363636,1.0,-2987.86
108,normative,0.0,85.9090909090909,0.0,-2239.77
109,normative,0.0,85.9090909090909,0.09090909090909091,-2222.97
110,normative,0.0,85.9090909090909,0.18181818181818182,-2241.45
111,normative,0.0,85.9090909090909,0.2727272727272727,-2290.49
112,normative,0.0,85.9090909090909,0.36363636363636365,-2364.36
113,normative,0.0,85.9090909090909,0.45454545454545453,-2457.76
114,normative,0.0,85.9090909090909,0.5454545454545454,-2566.47
115,normative,0.0,85.9090909090909,0.6363636363636364,-2687.41
116,normative,0.0,85.9090909090909,0.7272727272727273,-2818.33
117,normative,0.0,85.9090909090909,0.8181818181818182,-2919.34
118,normative,0.0,85.9090909090909,0.9090909090909091,-2999.1
119,normative,0.0,85.9090909090909,1.0,-3084.95
120,normative,0.0,95.45454545454545,0.0,-2239.77
121,normative,0.0,95.45454545454545,0.09090909090909091,-2225.44
122,normative,0.0,95.45454545454545,0.18181818181818182,-2247.36
123,normative,0.0,95.45454545454545,0.2727272727272727,-2300.75
124,normative,0.0,95.45454545454545,0.36363636363636365,-2379.8
125,normative,0.0,95.45454545454545,0.45454545454545453,-2479.11
126,normative,0.0,95.45454545454545,0.5454545454545454,-2594.39
127,normative,0.0,95.45454545454545,0.6363636363636364,-2722.44
128,normative,0.0,95.45454545454545,0.7272727272727273,-2860.95
129,normative,0.0,95.45454545454545,0.8181818181818182,-2969.93
130,normative,0.0,95.45454545454545,0.9090909090909091,-3057.97
131,normative,0.0,95.45454545454545,1.0,-3152.35
132,normative,0.0,105.0,0.0,-2239.77
133,normative,0.0,105.0,0.09090909090909091,-2226.17
134,normative,0.0,105.0,0.18181818181818182,-2249.15
135,normative,0.0,105.0,0.2727272727272727,-2303.89
136,normative,0.0,105.0,0.36363636363636365,-2384.57
137,normative,0.0,105.0,0.45454545454545453,-2485.76
138,normative,0.0,105.0,0.5454545454545454,-2603.14
139,normative,0.0,105.0,0.6363636363636364,-2733.47
140,normative,0.0,105.0,0.7272727272727273,-2874.41
141,normative,0.0,105.0,0.8181818181818182,-2985.94
142,normative,0.0,105.0,0.9090909090909091,-3076.62
143,normative,0.0,105.0,1.0,-3173.72
144,normative,0.03636363636363637,0.0,0.0,-2239.77
145,normative,0.03636363636363637,0.0,0.09090909090909091,-2239.77
146,normative,0.03636363636363637,0.0,0.18181818181818182,-2239.77
147,normative,0.03636363636363637,0.0,0.2727272727272727,-2239.77
148,normative,0.03636363636363637,0.0,0.36363636363636365,-2239.77
149,normative,0.03636363636363637,0.0,0.45454545454545453,-2239.77
150,normative,0.03636363636363637,0.0,0.5454545454545454,-2239.77
151,normative,0.03636363636363637,0.0,0.6363636363636364,-2239.77
152,normative,0.03636363636363637,0.0,0.7272727272727273,-2239.77
153,normative,0.03636363636363637,0.0,0.8181818181818182,-2239.77
154,normative,0.03636363636363637,0.0,0.9090909090909091,-2239.77
155,normative,0.03636363636363637,0.0,1.0,-2239.77
156,normative,0.03636363636363637,9.545454545454545,0.0,-2239.77
157,normative,0.03636363636363637,9.545454545454545,0.09090909090909091,-2212.01
158,normative,0.03636363636363637,9.545454545454545,0.18181818181818182,-2205.0
159,normative,0.03636363636363637,9.545454545454545,0.2727272727272727,-2216.27
160,normative,0.03636363636363637,9.545454545454545,0.36363636363636365,-2242.75
161,normative,0.03636363636363637,9.545454545454545,0.45454545454545453,-2281.46
162,normative,0.03636363636363637,9.545454545454545,0.5454545454545454,-2329.92
163,normative,0.03636363636363637,9.545454545454545,0.6363636363636364,-2386.23
164,normative,0.03636363636363637,9.545454545454545,0.7272727272727273,-2448.92
165,normative,0.03636363636363637,9.545454545454545,0.8181818181818182,-2505.94
166,normative,0.03636363636363637,9.545454545454545,0.9090909090909091,-2545.02
167,normative,0.03636363636363637,9.545454545454545,1.0,-2584.45
168,normative,0.03636363636363637,19.09090909090909,0.0,-2239.77
169,normative,0.03636363636363637,19.09090909090909,0.09090909090909091,-2204.75
170,normative,0.03636363636363637,19.09090909090909,0.18181818181818182,-2194.35
171,normative,0.03636363636363637,19.09090909090909,0.2727272727272727,-2205.63
172,normative,0.03636363636363637,19.09090909090909,0.36363636363636365,-2234.91
173,normative,0.03636363636363637,19.09090909090909,0.45454545454545453,-2278.63
174,normative,0.03636363636363637,19.09090909090909,0.5454545454545454,-2333.8
175,normative,0.03636363636363637,19.09090909090909,0.6363636363636364,-2398.1
176,normative,0.03636363636363637,19.09090909090909,0.7272727272727273,-2469.79
177,normative,0.03636363636363637,19.09090909090909,0.8181818181818182,-2536.58
178,normative,0.03636363636363637,19.09090909090909,0.9090909090909091,-2583.85
179,normative,0.03636363636363637,19.09090909090909,1.0,-2623.52
180,normative,0.03636363636363637,28.636363636363637,0.0,-2239.77
181,normative,0.03636363636363637,28.636363636363637,0.09090909090909091,-2203.31
182,normative,0.03636363636363637,28.636363636363637,0.18181818181818182,-2191.51
183,normative,0.03636363636363637,28.636363636363637,0.2727272727272727,-2201.4
184,normative,0.03636363636363637,28.636363636363637,0.36363636363636365,-2229.23
185,normative,0.03636363636363637,28.636363636363637,0.45454545454545453,-2271.36
186,normative,0.03636363636363637,28.636363636363637,0.5454545454545454,-2324.76
187,normative,0.03636363636363637,28.636363636363637,0.6363636363636364,-2387.08
188,normative,0.03636363636363637,28.636363636363637,0.7272727272727273,-2456.56
189,normative,0.03636363636363637,28.636363636363637,0.8181818181818182,-2520.94
190,normative,0.03636363636363637,28.636363636363637,0.9090909090909091,-2565.58
191,normative,0.03636363636363637,28.636363636363637,1.0,-2602.05
192,normative,0.03636363636363637,38.18181818181818,0.0,-2239.77
193,normative,0.03636363636363637,38.18181818181818,0.09090909090909091,-2203.82
194,normative,0.03636363636363637,38.18181818181818,0.18181818181818182,-2192.25
195,normative,0.03636363636363637,38.18181818181818,0.2727272727272727,-2202.06
196,normative,0.03636363636363637,38.18181818181818,0.36363636363636365,-2229.5
197,normative,0.03636363636363637,38.18181818181818,0.45454545454545453,-2270.9
198,normative,0.03636363636363637,38.18181818181818,0.5454545454545454,-2323.24
199,normative,0.03636363636363637,38.18181818181818,0.6363636363636364,-2384.15
200,normative,0.03636363636363637,38.18181818181818,0.7272727272727273,-2451.91
201,normative,0.03636363636363637,38.18181818181818,0.8181818181818182,-2514.26
202,normative,0.03636363636363637,38.18181818181818,0.9090909090909091,-2556.59
203,normative,0.03636363636363637,38.18181818181818,1.0,-2590.49
204,normative,0.03636363636363637,47.72727272727273,0.0,-2239.77
205,normative,0.03636363636363637,47.72727272727273,0.09090909090909091,-2204.32
206,normative,0.03636363636363637,47.72727272727273,0.18181818181818182,-2193.03
207,normative,0.03636363636363637,47.72727272727273,0.2727272727272727,-2202.91
208,normative,0.03636363636363637,47.72727272727273,0.36363636363636365,-2230.2
209,normative,0.03636363636363637,47.72727272727273,0.45454545454545453,-2271.23
210,normative,0.03636363636363637,47.72727272727273,0.5454545454545454,-2322.97
211,normative,0.03636363636363637,47.72727272727273,0.6363636363636364,-2383.07
212,normative,0.03636363636363637,47.72727272727273,0.7272727272727273,-2449.81
213,normative,0.03636363636363637,47.72727272727273,0.8181818181818182,-2510.92
214,normative,0.03636363636363637,47.72727272727273,0.9090909090909091,-2551.84
215,normative,0.03636363636363637,47.72727272727273,1.0,-2584.14
216,normative,0.03636363636363637,57.27272727272727,0.0,-2239.77
217,normative,0.03636363636363637,57.27272727272727,0.09090909090909091,-2205.01
218,normative,0.03636363636363637,57.27272727272727,0.18181818181818182,-2194.24
219,normative,0.03636363636363637,57.27272727272727,0.2727272727272727,-2204.47
220,normative,0.03636363636363637,57.27272727272727,0.36363636363636365,-2231.92
221,normative,0.03636363636363637,57.27272727272727,0.45454545454545453,-2272.97
222,normative,0.03636363636363637,57.27272727272727,0.5454545454545454,-2324.56
223,normative,0.03636363636363637,57.27272727272727,0.6363636363636364,-2384.36
224,normative,0.03636363636363637,57.27272727272727,0.7272727272727273,-2450.66
225,normative,0.03636363636363637,57.27272727272727,0.8181818181818182,-2511.2
226,normative,0.03636363636363637,57.27272727272727,0.9090909090909091,-2551.42
227,normative,0.03636363636363637,57.27272727272727,1.0,-2582.91
228,normative,0.03636363636363637,66.81818181818181,0.0,-2239.77
229,normative,0.03636363636363637,66.81818181818181,0.09090909090909091,-2205.56
230,normative,0.03636363636363637,66.81818181818181,0.18181818181818182,-2195.24
231,normative,0.03636363636363637,66.81818181818181,0.2727272727272727,-2205.85
232,normative,0.03636363636363637,66.81818181818181,0.36363636363636365,-2233.59
233,normative,0.03636363636363637,66.81818181818181,0.45454545454545453,-2274.84
234,normative,0.03636363636363637,66.81818181818181,0.5454545454545454,-2326.56
235,normative,0.03636363636363637,66.81818181818181,0.6363636363636364,-2386.43
236,normative,0.03636363636363637,66.81818181818181,0.7272727272727273,-2452.71
237,normative,0.03636363636363637,66.81818181818181,0.8181818181818182,-2513.18
238,normative,0.03636363636363637,66.81818181818181,0.9090909090909091,-2553.27
239,normative,0.03636363636363637,66.81818181818181,1.0,-2584.56
240,normative,0.03636363636363637,76.36363636363636,0.0,-2239.77
241,normative,0.03636363636363637,76.36363636363636,0.09090909090909091,-2205.93
242,normative,0.03636363636363637,76.36363636363636,0.18181818181818182,-2195.94
243,normative,0.03636363636363637,76.36363636363636,0.2727272727272727,-2206.82
244,normative,0.03636363636363637,76.36363636363636,0.36363636363636365,-2234.81
245,normative,0.03636363636363637,76.36363636363636,0.45454545454545453,-2276.26
246,normative,0.03636363636363637,76.36363636363636,0.5454545454545454,-2328.14
247,normative,0.03636363636363637,76.36363636363636,0.6363636363636364,-2388.13
248,normative,0.03636363636363637,76.36363636363636,0.7272727272727273,-2454.5
249,normative,0.03636363636363637,76.36363636363636,0.8181818181818182,-2515.03
250,normative,0.03636363636363637,76.36363636363636,0.9090909090909091,-2555.14
251,normative,0.03636363636363637,76.36363636363636,1.0,-2586.43
252,normative,0.03636363636363637,85.9090909090909,0.0,-2239.77
253,normative,0.03636363636363637,85.9090909090909,0.09090909090909091,-2206.12
254,normative,0.03636363636363637,85.9090909090909,0.18181818181818182,-2196.32
255,normative,0.03636363636363637,85.9090909090909,0.2727272727272727,-2207.37
256,normative,0.03636363636363637,85.9090909090909,0.36363636363636365,-2235.52
257,normative,0.03636363636363637,85.9090909090909,0.45454545454545453,-2277.12
258,normative,0.03636363636363637,85.9090909090909,0.5454545454545454,-2329.14
259,normative,0.03636363636363637,85.9090909090909,0.6363636363636364,-2389.25
260,normative,0.03636363636363637,85.9090909090909,0.7272727272727273,-2455.74
261,normative,0.03636363636363637,85.9090909090909,0.8181818181818182,-2516.38
262,normative,0.03636363636363637,85.9090909090909,0.9090909090909091,-2556.58
263,normative,0.03636363636363637,85.9090909090909,1.0,-2587.96
264,normative,0.03636363636363637,95.45454545454545,0.0,-2239.77
265,normative,0.03636363636363637,95.45454545454545,0.09090909090909091,-2206.2
266,normative,0.03636363636363637,95.45454545454545,0.18181818181818182,-2196.47
267,normative,0.03636363636363637,95.45454545454545,0.2727272727272727,-2207.6
268,normative,0.03636363636363637,95.45454545454545,0.36363636363636365,-2235.81
269,normative,0.03636363636363637,95.45454545454545,0.45454545454545453,-2277.46
270,normative,0.03636363636363637,95.45454545454545,0.5454545454545454,-2329.53
271,normative,0.03636363636363637,95.45454545454545,0.6363636363636364,-2389.69
272,normative,0.03636363636363637,95.45454545454545,0.7272727272727273,-2456.22
273,normative,0.03636363636363637,95.45454545454545,0.8181818181818182,-2516.89
274,normative,0.03636363636363637,95.45454545454545,0.9090909090909091,-2557.12
275,normative,0.03636363636363637,95.45454545454545,1.0,-2588.52
276,normative,0.03636363636363637,105.0,0.0,-2239.77
277,normative,0.03636363636363637,105.0,0.09090909090909091,-2206.22
278,normative,0.03636363636363637,105.0,0.18181818181818182,-2196.5
279,normative,0.03636363636363637,105.0,0.2727272727272727,-2207.64
280,normative,0.03636363636363637,105.0,0.36363636363636365,-2235.86
281,normative,0.03636363636363637,105.0,0.45454545454545453,-2277.53
282,normative,0.03636363636363637,105.0,0.5454545454545454,-2329.61
283,normative,0.03636363636363637,105.0,0.6363636363636364,-2389.77
284,normative,0.03636363636363637,105.0,0.7272727272727273,-2456.31
285,normative,0.03636363636363637,105.0,0.8181818181818182,-2516.97
286,normative,0.03636363636363637,105.0,0.9090909090909091,-2557.2
287,normative,0.03636363636363637,105.0,1.0,-2588.61
288,normative,0.07272727272727274,0.0,0.0,-2239.77
289,normative,0.07272727272727274,0.0,0.09090909090909091,-2239.77
290,normative,0.07272727272727274,0.0,0.18181818181818182,-2239.77
291,normative,0.07272727272727274,0.0,0.2727272727272727,-2239.77
292,normative,0.07272727272727274,0.0,0.36363636363636365,-2239.77
293,normative,0.07272727272727274,0.0,0.45454545454545453,-2239.77
294,normative,0.07272727272727274,0.0,0.5454545454545454,-2239.77
295,normative,0.07272727272727274,0.0,0.6363636363636364,-2239.77
296,normative,0.07272727272727274,0.0,0.7272727272727273,-2239.77
297,normative,0.07272727272727274,0.0,0.8181818181818182,-2239.77
298,normative,0.07272727272727274,0.0,0.9090909090909091,-2239.77
299,normative,0.07272727272727274,0.0,1.0,-2239.77
300,normative,0.07272727272727274,9.545454545454545,0.0,-2239.77
301,normative,0.07272727272727274,9.545454545454545,0.09090909090909091,-2212.83
302,normative,0.07272727272727274,9.545454545454545,0.18181818181818182,-2204.86
303,normative,0.07272727272727274,9.545454545454545,0.2727272727272727,-2213.71
304,normative,0.07272727272727274,9.545454545454545,0.36363636363636365,-2236.63
305,normative,0.07272727272727274,9.545454545454545,0.45454545454545453,-2270.96
306,normative,0.07272727272727274,9.545454545454545,0.5454545454545454,-2314.47
307,normative,0.07272727272727274,9.545454545454545,0.6363636363636364,-2365.39
308,normative,0.07272727272727274,9.545454545454545,0.7272727272727273,-2422.38
309,normative,0.07272727272727274,9.545454545454545,0.8181818181818182,-2474.84
310,normative,0.07272727272727274,9.545454545454545,0.9090909090909091,-2516.78
311,normative,0.07272727272727274,9.545454545454545,1.0,-2553.86
312,normative,0.07272727272727274,19.09090909090909,0.0,-2239.77
313,normative,0.07272727272727274,19.09090909090909,0.09090909090909091,-2207.94
314,normative,0.07272727272727274,19.09090909090909,0.18181818181818182,-2197.38
315,normative,0.07272727272727274,19.09090909090909,0.2727272727272727,-2205.7
316,normative,0.07272727272727274,19.09090909090909,0.36363636363636365,-2229.85
317,normative,0.07272727272727274,19.09090909090909,0.45454545454545453,-2266.85
318,normative,0.07272727272727274,19.09090909090909,0.5454545454545454,-2314.17
319,normative,0.07272727272727274,19.09090909090909,0.6363636363636364,-2369.8
320,normative,0.07272727272727274,19.09090909090909,0.7272727272727273,-2432.24
321,normative,0.07272727272727274,19.09090909090909,0.8181818181818182,-2490.71
322,normative,0.07272727272727274,19.09090909090909,0.9090909090909091,-2539.13
323,normative,0.07272727272727274,19.09090909090909,1.0,-2581.56
324,normative,0.07272727272727274,28.636363636363637,0.0,-2239.77
325,normative,0.07272727272727274,28.636363636363637,0.09090909090909091,-2207.23
326,normative,0.07272727272727274,28.636363636363637,0.18181818181818182,-2195.94
327,normative,0.07272727272727274,28.636363636363637,0.2727272727272727,-2203.5
328,normative,0.07272727272727274,28.636363636363637,0.36363636363636365,-2226.85
329,normative,0.07272727272727274,28.636363636363637,0.45454545454545453,-2262.98
330,normative,0.07272727272727274,28.636363636363637,0.5454545454545454,-2309.34
331,normative,0.07272727272727274,28.636363636363637,0.6363636363636364,-2363.93
332,normative,0.07272727272727274,28.636363636363637,0.7272727272727273,-2425.23
333,normative,0.07272727272727274,28.636363636363637,0.8181818181818182,-2482.46
334,normative,0.07272727272727274,28.636363636363637,0.9090909090909091,-2529.55
335,normative,0.07272727272727274,28.636363636363637,1.0,-2570.57
336,normative,0.07272727272727274,38.18181818181818,0.0,-2239.77
337,normative,0.07272727272727274,38.18181818181818,0.09090909090909091,-2207.37
338,normative,0.07272727272727274,38.18181818181818,0.18181818181818182,-2196.11
339,normative,0.07272727272727274,38.18181818181818,0.2727272727272727,-2203.58
340,normative,0.07272727272727274,38.18181818181818,0.36363636363636365,-2226.71
341,normative,0.07272727272727274,38.18181818181818,0.45454545454545453,-2262.51
342,normative,0.07272727272727274,38.18181818181818,0.5454545454545454,-2308.43
343,normative,0.07272727272727274,38.18181818181818,0.6363636363636364,-2362.45
344,normative,0.07272727272727274,38.18181818181818,0.7272727272727273,-2423.06
345,normative,0.07272727272727274,38.18181818181818,0.8181818181818182,-2479.51
346,normative,0.07272727272727274,38.18181818181818,0.9090909090909091,-2525.71
347,normative,0.07272727272727274,38.18181818181818,1.0,-2565.75
348,normative,0.07272727272727274,47.72727272727273,0.0,-2239.77
349,normative,0.07272727272727274,47.72727272727273,0.09090909090909091,-2207.48
350,normative,0.07272727272727274,47.72727272727273,0.18181818181818182,-2196.27
351,normative,0.07272727272727274,47.72727272727273,0.2727272727272727,-2203.73
352,normative,0.07272727272727274,47.72727272727273,0.36363636363636365,-2226.79
353,normative,0.07272727272727274,47.72727272727273,0.45454545454545453,-2262.46
354,normative,0.07272727272727274,47.72727272727273,0.5454545454545454,-2308.18
355,normative,0.07272727272727274,47.72727272727273,0.6363636363636364,-2361.95
356,normative,0.07272727272727274,47.72727272727273,0.7272727272727273,-2422.25
357,normative,0.07272727272727274,47.72727272727273,0.8181818181818182,-2478.33
358,normative,0.07272727272727274,47.72727272727273,0.9090909090909091,-2524.11
359,normative,0.07272727272727274,47.72727272727273,1.0,-2563.68
360,normative,0.07272727272727274,57.27272727272727,0.0,-2239.77
361,normative,0.07272727272727274,57.27272727272727,0.09090909090909091,-2207.59
362,normative,0.07272727272727274,57.27272727272727,0.18181818181818182,-2196.46
363,normative,0.07272727272727274,57.27272727272727,0.2727272727272727,-2203.96
364,normative,0.07272727272727274,57.27272727272727,0.36363636363636365,-2227.03
365,normative,0.07272727272727274,57.27272727272727,0.45454545454545453,-2262.67
366,normative,0.07272727272727274,57.27272727272727,0.5454545454545454,-2308.33
367,normative,0.07272727272727274,57.27272727272727,0.6363636363636364,-2362.0
368,normative,0.07272727272727274,57.27272727272727,0.7272727272727273,-2422.18
369,normative,0.07272727272727274,57.27272727272727,0.8181818181818182,-2478.11
370,normative,0.07272727272727274,57.27272727272727,0.9090909090909091,-2523.71
371,normative,0.07272727272727274,57.27272727272727,1.0,-2563.07
372,normative,0.07272727272727274,66.81818181818181,0.0,-2239.77
373,normative,0.07272727272727274,66.81818181818181,0.09090909090909091,-2207.66
374,normative,0.07272727272727274,66.81818181818181,0.18181818181818182,-2196.58
375,normative,0.07272727272727274,66.81818181818181,0.2727272727272727,-2204.12
376,normative,0.07272727272727274,66.81818181818181,0.36363636363636365,-2227.21
377,normative,0.07272727272727274,66.81818181818181,0.45454545454545453,-2262.86
378,normative,0.07272727272727274,66.81818181818181,0.5454545454545454,-2308.52
379,normative,0.07272727272727274,66.81818181818181,0.6363636363636364,-2362.18
380,normative,0.07272727272727274,66.81818181818181,0.7272727272727273,-2422.34
381,normative,0.07272727272727274,66.81818181818181,0.8181818181818182,-2478.23
382,normative,0.07272727272727274,66.81818181818181,0.9090909090909091,-2523.79
383,normative,0.07272727272727274,66.81818181818181,1.0,-2563.09
384,normative,0.07272727272727274,76.36363636363636,0.0,-2239.77
385,normative,0.07272727272727274,76.36363636363636,0.09090909090909091,-2207.69
386,normative,0.07272727272727274,76.36363636363636,0.18181818181818182,-2196.64
387,normative,0.07272727272727274,76.36363636363636,0.2727272727272727,-2204.2
388,normative,0.07272727272727274,76.36363636363636,0.36363636363636365,-2227.31
389,normative,0.07272727272727274,76.36363636363636,0.45454545454545453,-2262.97
390,normative,0.07272727272727274,76.36363636363636,0.5454545454545454,-2308.64
391,normative,0.07272727272727274,76.36363636363636,0.6363636363636364,-2362.3
392,normative,0.07272727272727274,76.36363636363636,0.7272727272727273,-2422.45
393,normative,0.07272727272727274,76.36363636363636,0.8181818181818182,-2478.34
394,normative,0.07272727272727274,76.36363636363636,0.9090909090909091,-2523.88
395,normative,0.07272727272727274,76.36363636363636,1.0,-2563.17
396,normative,0.07272727272727274,85.9090909090909,0.0,-2239.77
397,normative,0.07272727272727274,85.9090909090909,0.09090909090909091,-2207.7
398,normative,0.07272727272727274,85.9090909090909,0.18181818181818182,-2196.66
399,normative,0.07272727272727274,85.9090909090909,0.2727272727272727,-2204.23
400,normative,0.07272727272727274,85.9090909090909,0.36363636363636365,-2227.35
401,normative,0.07272727272727274,85.9090909090909,0.45454545454545453,-2263.02
402,normative,0.07272727272727274,85.9090909090909,0.5454545454545454,-2308.69
403,normative,0.07272727272727274,85.9090909090909,0.6363636363636364,-2362.36
404,normative,0.07272727272727274,85.9090909090909,0.7272727272727273,-2422.52
405,normative,0.07272727272727274,85.9090909090909,0.8181818181818182,-2478.4
406,normative,0.07272727272727274,85.9090909090909,0.9090909090909091,-2523.95
407,normative,0.07272727272727274,85.9090909090909,1.0,-2563.24
408,normative,0.07272727272727274,95.45454545454545,0.0,-2239.77
409,normative,0.07272727272727274,95.45454545454545,0.09090909090909091,-2207.71
410,normative,0.07272727272727274,95.45454545454545,0.18181818181818182,-2196.67
411,normative,0.07272727272727274,95.45454545454545,0.2727272727272727,-2204.24
