,n_locks,simulation,model,model_params,participant,trial,occurrence,symbol,action,time,DISCOUNT,HORIZON,BETA,occ
16,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,16,6,6,0,5.09,0.82,121.8,6.43,36
17,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,17,3,2,0,4.0,0.82,121.8,6.43,16
18,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,18,4,4,0,4.46,0.82,121.8,6.43,24
19,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,19,2,1,0,7.220000000000001,0.82,121.8,6.43,8
20,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,20,5,4,0,5.26,0.82,121.8,6.43,24
21,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,21,5,5,0,5.02,0.82,121.8,6.43,32
22,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,22,2,3,0,6.8,0.82,121.8,6.43,20
23,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,23,6,5,0,7.67,0.82,121.8,6.43,32
24,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,24,3,3,0,3.6100000000000003,0.82,121.8,6.43,20
25,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,25,7,5,0,5.38,0.82,121.8,6.43,32
26,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,26,7,6,0,4.36,0.82,121.8,6.43,36
27,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,27,6,4,0,5.52,0.82,121.8,6.43,24
28,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,28,8,5,0,4.94,0.82,121.8,6.43,32
29,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,29,3,1,0,5.75,0.82,121.8,6.43,8
30,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,30,7,4,0,5.07,0.82,121.8,6.43,24
31,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,31,8,6,0,4.59,0.82,121.8,6.43,36
32,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,32,9,6,0,6.37,0.82,121.8,6.43,36
33,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,33,9,5,0,6.2,0.82,121.8,6.43,32
34,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,34,10,6,0,4.85,0.82,121.8,6.43,36
35,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,35,4,3,0,5.11,0.82,121.8,6.43,20
36,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,36,11,6,2,11.45,0.82,121.8,6.43,36
37,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,37,10,5,0,3.8,0.82,121.8,6.43,32
38,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,38,5,3,0,5.44,0.82,121.8,6.43,20
39,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,39,1,0,0,4.82,0.82,121.8,6.43,4
40,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,40,11,5,0,4.63,0.82,121.8,6.43,32
41,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,41,12,6,0,4.02,0.82,121.8,6.43,36
42,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,42,13,6,0,5.57,0.82,121.8,6.43,36
43,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,43,12,5,0,6.27,0.82,121.8,6.43,32
44,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,44,14,6,0,4.77,0.82,121.8,6.43,36
45,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,45,4,2,0,3.04,0.82,121.8,6.43,16
46,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,46,6,3,0,4.75,0.82,121.8,6.43,20
47,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,47,7,3,0,5.53,0.82,121.8,6.43,20
48,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,48,15,6,2,9.84,0.82,121.8,6.43,36
49,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,49,8,4,0,4.57,0.82,121.8,6.43,24
50,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,50,16,6,0,5.64,0.82,121.8,6.43,36
51,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,51,2,0,0,3.8899999999999997,0.82,121.8,6.43,4
52,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,52,8,3,0,5.5,0.82,121.8,6.43,20
53,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,53,13,5,0,5.28,0.82,121.8,6.43,32
54,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,54,14,5,0,5.07,0.82,121.8,6.43,32
55,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,55,5,2,0,3.87,0.82,121.8,6.43,16
56,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,56,6,2,0,6.43,0.82,121.8,6.43,16
57,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,57,9,3,0,4.29,0.82,121.8,6.43,20
58,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,58,9,4,0,4.43,0.82,121.8,6.43,24
59,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,59,10,4,0,6.14,0.82,121.8,6.43,24
60,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,60,11,4,0,6.13,0.82,121.8,6.43,24
61,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,61,12,4,0,4.25,0.82,121.8,6.43,24
62,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,62,7,2,0,5.01,0.82,121.8,6.43,16
63,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,63,8,2,0,6.24,0.82,121.8,6.43,16
64,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,64,17,6,0,4.4,0.82,121.8,6.43,36
65,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,65,10,3,0,5.42,0.82,121.8,6.43,20
66,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,66,18,6,0,5.22,0.82,121.8,6.43,36
67,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,67,15,5,0,3.1100000000000003,0.82,121.8,6.43,32
68,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,68,16,5,0,4.02,0.82,121.8,6.43,32
69,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,69,19,6,0,6.03,0.82,121.8,6.43,36
70,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,70,4,1,0,5.34,0.82,121.8,6.43,8
71,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,71,13,4,0,5.63,0.82,121.8,6.43,24
72,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,72,9,2,0,3.74,0.82,121.8,6.43,16
73,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,73,20,6,0,4.59,0.82,121.8,6.43,36
74,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,74,21,6,0,4.32,0.82,121.8,6.43,36
75,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,75,14,4,0,4.13,0.82,121.8,6.43,24
76,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,76,5,1,0,3.9299999999999997,0.82,121.8,6.43,8
77,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,77,11,3,0,5.71,0.82,121.8,6.43,20
78,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,78,15,4,0,4.81,0.82,121.8,6.43,24
79,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,79,22,6,0,5.73,0.82,121.8,6.43,36
80,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,80,16,4,0,3.59,0.82,121.8,6.43,24
81,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,81,12,3,0,4.17,0.82,121.8,6.43,20
82,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,82,23,6,0,5.34,0.82,121.8,6.43,36
83,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,83,24,6,0,4.8,0.82,121.8,6.43,36
84,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,84,25,6,0,3.85,0.82,121.8,6.43,36
85,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,85,17,4,0,6.27,0.82,121.8,6.43,24
86,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,86,3,0,0,5.43,0.82,121.8,6.43,4
87,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,87,10,2,0,3.8,0.82,121.8,6.43,16
88,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,88,18,4,0,6.46,0.82,121.8,6.43,24
89,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,89,26,6,0,3.9,0.82,121.8,6.43,36
90,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,90,27,6,0,4.38,0.82,121.8,6.43,36
91,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,91,4,0,0,5.95,0.82,121.8,6.43,4
92,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,92,19,4,0,4.35,0.82,121.8,6.43,24
93,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,93,28,6,0,5.66,0.82,121.8,6.43,36
94,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,94,6,1,0,5.82,0.82,121.8,6.43,8
95,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,95,29,6,0,3.09,0.82,121.8,6.43,36
96,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,96,17,5,0,3.73,0.82,121.8,6.43,32
97,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,97,18,5,0,4.02,0.82,121.8,6.43,32
98,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,98,11,2,0,4.7,0.82,121.8,6.43,16
99,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,99,20,4,0,3.24,0.82,121.8,6.43,24
100,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,100,19,5,0,1.5299999999999998,0.82,121.8,6.43,32
101,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,101,30,6,0,5.78,0.82,121.8,6.43,36
102,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,102,20,5,0,5.52,0.82,121.8,6.43,32
103,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,103,12,2,0,5.5,0.82,121.8,6.43,16
104,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,104,21,5,0,5.37,0.82,121.8,6.43,32
105,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,105,21,4,0,5.85,0.82,121.8,6.43,24
106,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,106,31,6,0,6.12,0.82,121.8,6.43,36
107,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,107,13,3,0,2.4,0.82,121.8,6.43,20
108,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,108,22,4,0,6.63,0.82,121.8,6.43,24
109,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,109,22,5,0,5.25,0.82,121.8,6.43,32
110,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,110,14,3,0,4.81,0.82,121.8,6.43,20
111,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,111,23,5,0,4.17,0.82,121.8,6.43,32
112,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,112,32,6,0,7.25,0.82,121.8,6.43,36
113,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,113,24,5,0,3.9299999999999997,0.82,121.8,6.43,32
114,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,114,25,5,0,4.1899999999999995,0.82,121.8,6.43,32
115,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,115,26,5,0,3.6100000000000003,0.82,121.8,6.43,32
116,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,116,27,5,0,5.35,0.82,121.8,6.43,32
117,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,117,33,6,0,5.08,0.82,121.8,6.43,36
118,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,118,7,1,0,4.41,0.82,121.8,6.43,8
119,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,119,28,5,0,6.03,0.82,121.8,6.43,32
120,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,120,13,2,0,3.7199999999999998,0.82,121.8,6.43,16
121,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,121,14,2,0,4.61,0.82,121.8,6.43,16
122,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,122,23,4,0,5.22,0.82,121.8,6.43,24
123,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,123,24,4,0,4.29,0.82,121.8,6.43,24
124,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,124,15,3,0,2.56,0.82,121.8,6.43,20
125,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,125,29,5,0,5.21,0.82,121.8,6.43,32
126,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,126,16,3,0,4.85,0.82,121.8,6.43,20
127,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,127,15,2,0,5.85,0.82,121.8,6.43,16
128,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,128,8,1,0,7.16,0.82,121.8,6.43,8
129,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,129,16,2,0,4.87,0.82,121.8,6.43,16
130,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,130,30,5,0,3.0,0.82,121.8,6.43,32
131,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,131,17,3,0,4.67,0.82,121.8,6.43,20
132,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,132,34,6,0,3.85,0.82,121.8,6.43,36
133,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,133,18,3,0,3.45,0.82,121.8,6.43,20
134,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,134,19,3,0,5.02,0.82,121.8,6.43,20
135,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,135,31,5,0,5.46,0.82,121.8,6.43,32
136,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,136,20,3,0,4.42,0.82,121.8,6.43,20
137,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,137,35,6,0,4.86,0.82,121.8,6.43,36
138,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,138,36,6,0,5.36,0.82,121.8,6.43,36
139,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,139,37,6,0,8.1,0.82,121.8,6.43,36
140,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 121.8, 'BETA': 6.43}",0,140,32,5,0,4.24,0.82,121.8,6.43,32
0,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,0,1,6,0,4.67,0.78,138.18,10.0,36
1,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,1,2,6,0,6.54,0.78,138.18,10.0,36
2,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,2,1,4,0,5.07,0.78,138.18,10.0,24
3,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,3,1,3,0,5.09,0.78,138.18,10.0,20
4,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,4,1,2,0,7.279999999999999,0.78,138.18,10.0,16
5,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,5,3,6,0,5.64,0.78,138.18,10.0,36
6,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,6,4,6,0,6.6899999999999995,0.78,138.18,10.0,36
7,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,7,5,6,0,5.13,0.78,138.18,10.0,36
8,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,8,2,3,0,5.79,0.78,138.18,10.0,20
9,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,9,6,6,0,5.7,0.78,138.18,10.0,36
10,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,10,2,2,0,5.84,0.78,138.18,10.0,16
11,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,11,7,6,0,6.16,0.78,138.18,10.0,36
12,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,12,8,6,0,4.25,0.78,138.18,10.0,36
13,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,13,1,5,0,7.26,0.78,138.18,10.0,32
14,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,14,9,6,0,5.22,0.78,138.18,10.0,36
15,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,15,2,5,0,4.5,0.78,138.18,10.0,32
16,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,16,10,6,2,11.14,0.78,138.18,10.0,36
17,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,17,3,3,0,3.1100000000000003,0.78,138.18,10.0,20
18,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,18,2,4,0,4.37,0.78,138.18,10.0,24
19,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,19,3,2,0,3.16,0.78,138.18,10.0,16
20,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,20,11,6,0,5.36,0.78,138.18,10.0,36
21,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,21,4,2,0,5.23,0.78,138.18,10.0,16
22,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,22,1,0,0,2.98,0.78,138.18,10.0,4
23,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,23,4,3,0,5.15,0.78,138.18,10.0,20
24,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,24,3,4,0,4.72,0.78,138.18,10.0,24
25,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,25,3,5,0,5.45,0.78,138.18,10.0,32
26,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,26,4,5,0,5.47,0.78,138.18,10.0,32
27,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,27,5,3,0,4.79,0.78,138.18,10.0,20
28,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,28,12,6,0,5.15,0.78,138.18,10.0,36
29,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,29,4,4,0,4.79,0.78,138.18,10.0,24
30,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,30,5,5,0,5.1,0.78,138.18,10.0,32
31,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,31,5,4,0,6.92,0.78,138.18,10.0,24
32,4,1,Discount,"{'DISCOUNT': 0.78, 'HORIZON': 138.18, 'BETA': 10.0}",1,32,2,0,0,5.09,0.78,138.18,10.0,4
