,n_locks,simulation,model,model_params,participant,trial,symbol,action,time,DISCOUNT,HORIZON,BETA
34,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,34,1,0,6.3100000000000005,0.85,500.29,4.59
35,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,35,2,0,5.41,0.85,500.29,4.59
36,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,36,0,2,10.71,0.85,500.29,4.59
37,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,37,3,0,6.13,0.85,500.29,4.59
38,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,38,0,2,10.47,0.85,500.29,4.59
39,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,39,0,1,1.75,0.85,500.29,4.59
40,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,40,1,0,5.71,0.85,500.29,4.59
41,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,41,0,1,2.6,0.85,500.29,4.59
42,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,42,2,0,5.96,0.85,500.29,4.59
43,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,43,1,0,6.86,0.85,500.29,4.59
44,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,44,0,1,2.35,0.85,500.29,4.59
45,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,45,0,1,2.3600000000000003,0.85,500.29,4.59
46,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,46,0,1,1.77,0.85,500.29,4.59
47,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,47,0,1,2.23,0.85,500.29,4.59
48,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,48,1,0,5.06,0.85,500.29,4.59
49,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,49,0,1,1.98,0.85,500.29,4.59
50,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,50,3,0,6.49,0.85,500.29,4.59
51,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,51,1,0,6.5,0.85,500.29,4.59
52,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,52,2,0,6.57,0.85,500.29,4.59
53,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,53,2,0,5.92,0.85,500.29,4.59
54,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,54,0,1,2.88,0.85,500.29,4.59
55,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,55,1,0,6.2,0.85,500.29,4.59
56,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,56,0,1,1.83,0.85,500.29,4.59
57,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,57,1,0,6.07,0.85,500.29,4.59
58,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,58,0,1,2.1799999999999997,0.85,500.29,4.59
59,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,59,0,1,1.87,0.85,500.29,4.59
60,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,60,0,1,2.7199999999999998,0.85,500.29,4.59
61,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,61,0,1,2.4,0.85,500.29,4.59
62,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,62,0,1,2.59,0.85,500.29,4.59
63,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,63,3,0,5.4,0.85,500.29,4.59
64,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,64,4,0,5.6899999999999995,0.85,500.29,4.59
65,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,65,1,0,5.77,0.85,500.29,4.59
66,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,66,3,0,6.68,0.85,500.29,4.59
67,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,67,4,0,6.12,0.85,500.29,4.59
68,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,68,2,0,6.57,0.85,500.29,4.59
69,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,69,0,1,1.8,0.85,500.29,4.59
70,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,70,1,0,5.99,0.85,500.29,4.59
71,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,71,2,0,6.1899999999999995,0.85,500.29,4.59
72,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.29, 'BETA': 4.59}",0,72,0,1,2.0,0.85,500.29,4.59
0,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,0,4,0,5.31,0.75,500.64,38.15
1,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,1,0,0,6.51,0.75,500.64,38.15
2,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,2,0,0,6.54,0.75,500.64,38.15
3,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,3,4,0,5.36,0.75,500.64,38.15
4,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,4,0,0,5.58,0.75,500.64,38.15
5,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,5,2,0,6.53,0.75,500.64,38.15
6,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,6,1,0,5.96,0.75,500.64,38.15
7,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,7,3,0,7.02,0.75,500.64,38.15
8,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,8,2,0,5.64,0.75,500.64,38.15
9,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,9,3,0,4.86,0.75,500.64,38.15
10,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,10,0,0,5.49,0.75,500.64,38.15
11,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,11,2,0,5.67,0.75,500.64,38.15
12,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,12,0,0,6.41,0.75,500.64,38.15
13,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,13,0,0,6.49,0.75,500.64,38.15
14,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,14,4,0,6.22,0.75,500.64,38.15
15,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,15,2,0,5.82,0.75,500.64,38.15
16,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,16,1,0,6.07,0.75,500.64,38.15
17,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,17,0,0,5.53,0.75,500.64,38.15
18,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,18,1,0,7.01,0.75,500.64,38.15
19,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,19,0,0,5.09,0.75,500.64,38.15
20,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,20,3,0,6.4,0.75,500.64,38.15
21,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,21,1,0,6.33,0.75,500.64,38.15
22,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,22,1,0,6.34,0.75,500.64,38.15
23,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,23,0,0,6.29,0.75,500.64,38.15
24,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,24,0,0,6.28,0.75,500.64,38.15
25,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,25,0,0,5.63,0.75,500.64,38.15
26,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,26,1,0,5.92,0.75,500.64,38.15
27,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,27,4,0,5.35,0.75,500.64,38.15
28,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,28,0,0,6.09,0.75,500.64,38.15
29,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,29,1,0,5.22,0.75,500.64,38.15
30,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,30,3,0,6.14,0.75,500.64,38.15
31,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,31,2,0,5.87,0.75,500.64,38.15
32,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,32,0,0,6.22,0.75,500.64,38.15
33,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,33,2,0,4.82,0.75,500.64,38.15
34,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,34,0,0,5.78,0.75,500.64,38.15
35,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,35,0,0,6.04,0.75,500.64,38.15
36,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,36,0,0,5.33,0.75,500.64,38.15
37,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,37,0,0,6.13,0.75,500.64,38.15
38,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,38,0,0,5.26,0.75,500.64,38.15
39,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,39,1,0,6.0,0.75,500.64,38.15
40,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,40,3,0,5.33,0.75,500.64,38.15
41,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,41,3,0,6.54,0.75,500.64,38.15
42,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,42,0,0,5.87,0.75,500.64,38.15
43,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,43,1,0,6.13,0.75,500.64,38.15
44,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,44,4,0,6.18,0.75,500.64,38.15
45,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,45,0,0,5.98,0.75,500.64,38.15
46,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,46,1,0,5.89,0.75,500.64,38.15
47,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,47,2,0,6.0,0.75,500.64,38.15
48,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,48,2,0,6.41,0.75,500.64,38.15
49,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,49,0,0,5.84,0.75,500.64,38.15
50,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,50,0,0,6.45,0.75,500.64,38.15
51,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,51,4,0,6.05,0.75,500.64,38.15
52,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,52,3,0,5.15,0.75,500.64,38.15
53,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,53,0,0,5.96,0.75,500.64,38.15
54,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,54,2,0,5.62,0.75,500.64,38.15
55,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,55,2,0,5.99,0.75,500.64,38.15
56,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,56,1,0,5.91,0.75,500.64,38.15
57,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,57,0,0,6.5600000000000005,0.75,500.64,38.15
58,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,58,0,0,6.05,0.75,500.64,38.15
59,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,59,0,0,6.36,0.75,500.64,38.15
60,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,60,0,0,6.92,0.75,500.64,38.15
61,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,61,0,0,6.41,0.75,500.64,38.15
62,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,62,3,0,5.16,0.75,500.64,38.15
63,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,63,2,0,6.01,0.75,500.64,38.15
64,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,64,0,0,6.3100000000000005,0.75,500.64,38.15
65,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,65,0,0,5.03,0.75,500.64,38.15
66,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,66,1,0,6.18,0.75,500.64,38.15
67,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,67,1,0,6.16,0.75,500.64,38.15
68,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,68,2,0,5.78,0.75,500.64,38.15
69,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,69,1,0,6.0600000000000005,0.75,500.64,38.15
70,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,70,3,0,6.14,0.75,500.64,38.15
71,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,71,1,0,5.8,0.75,500.64,38.15
72,4,1,Discount,"{'DISCOUNT': 0.75, 'HORIZON': 500.64, 'BETA': 38.15}",1,72,4,0,5.87,0.75,500.64,38.15
0,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,0,4,0,5.47,0.85,500.4,18.93
1,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,1,1,0,6.09,0.85,500.4,18.93
2,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,2,2,0,5.54,0.85,500.4,18.93
3,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,3,0,0,6.55,0.85,500.4,18.93
4,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,4,1,0,6.5600000000000005,0.85,500.4,18.93
5,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,5,0,0,6.09,0.85,500.4,18.93
6,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,6,0,0,5.88,0.85,500.4,18.93
7,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,7,0,0,5.5600000000000005,0.85,500.4,18.93
8,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,8,2,0,5.87,0.85,500.4,18.93
9,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,9,4,0,5.96,0.85,500.4,18.93
10,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,10,3,0,6.38,0.85,500.4,18.93
11,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,11,1,0,5.84,0.85,500.4,18.93
12,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,12,1,0,4.88,0.85,500.4,18.93
13,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,13,0,0,5.62,0.85,500.4,18.93
14,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,14,1,0,6.05,0.85,500.4,18.93
15,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,15,2,0,5.14,0.85,500.4,18.93
16,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,16,3,0,6.57,0.85,500.4,18.93
17,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,17,2,0,5.72,0.85,500.4,18.93
18,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,18,0,0,6.03,0.85,500.4,18.93
19,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,19,4,0,5.66,0.85,500.4,18.93
20,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,20,3,0,5.52,0.85,500.4,18.93
21,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,21,0,0,6.23,0.85,500.4,18.93
22,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,22,0,0,5.51,0.85,500.4,18.93
23,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,23,0,0,6.35,0.85,500.4,18.93
24,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,24,0,0,5.74,0.85,500.4,18.93
25,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,25,1,0,5.91,0.85,500.4,18.93
26,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,26,2,0,6.4,0.85,500.4,18.93
27,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,27,1,0,6.14,0.85,500.4,18.93
28,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,28,0,0,6.42,0.85,500.4,18.93
29,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,29,3,0,6.36,0.85,500.4,18.93
30,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,30,1,0,6.41,0.85,500.4,18.93
31,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,31,4,0,5.86,0.85,500.4,18.93
32,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,32,2,0,5.16,0.85,500.4,18.93
33,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,33,1,0,5.84,0.85,500.4,18.93
34,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,34,0,0,5.71,0.85,500.4,18.93
35,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,35,0,0,5.48,0.85,500.4,18.93
36,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,36,2,0,5.18,0.85,500.4,18.93
37,4,1,Discount,"{'DISCOUNT': 0.85, 'HORIZON': 500.4, 'BETA': 18.93}",2,37,3,0,6.46,0.85,500.4,18.93
