,n_locks,simulation,model,model_params,participant,trial,occurrence,symbol,action,time,DISCOUNT,HORIZON,BETA,occ,total occurrences
104,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,104,25,6,0,4.59,0.91,100.6,6.24,0,36.0
105,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,105,24,5,0,4.67,0.91,100.6,6.24,0,32.0
106,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,106,26,6,0,5.22,0.91,100.6,6.24,0,36.0
107,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,107,17,3,0,3.26,0.91,100.6,6.24,0,20.0
108,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,108,25,5,0,5.6,0.91,100.6,6.24,0,32.0
109,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,109,13,2,0,3.3200000000000003,0.91,100.6,6.24,0,16.0
110,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,110,27,6,0,5.72,0.91,100.6,6.24,0,36.0
111,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,111,28,6,0,5.5600000000000005,0.91,100.6,6.24,0,36.0
112,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,112,7,1,0,4.34,0.91,100.6,6.24,0,8.0
113,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,113,29,6,0,4.91,0.91,100.6,6.24,0,36.0
114,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,114,30,6,0,6.5,0.91,100.6,6.24,0,36.0
115,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,115,31,6,0,4.82,0.91,100.6,6.24,0,36.0
116,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,116,14,2,0,3.7800000000000002,0.91,100.6,6.24,0,16.0
117,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,117,18,3,0,5.89,0.91,100.6,6.24,0,20.0
118,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,118,21,4,0,5.12,0.91,100.6,6.24,0,24.0
119,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,119,26,5,0,4.74,0.91,100.6,6.24,0,32.0
120,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,120,32,6,0,5.53,0.91,100.6,6.24,0,36.0
121,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,121,15,2,0,5.58,0.91,100.6,6.24,0,16.0
122,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,122,33,6,0,4.26,0.91,100.6,6.24,0,36.0
123,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,123,8,1,0,4.3100000000000005,0.91,100.6,6.24,0,8.0
124,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,124,22,4,0,5.53,0.91,100.6,6.24,0,24.0
125,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,125,27,5,0,3.04,0.91,100.6,6.24,0,32.0
126,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,126,28,5,0,5.46,0.91,100.6,6.24,0,32.0
127,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,127,29,5,0,4.26,0.91,100.6,6.24,0,32.0
128,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,128,34,6,0,6.41,0.91,100.6,6.24,0,36.0
129,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,129,19,3,0,3.74,0.91,100.6,6.24,0,20.0
130,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,130,30,5,0,5.6899999999999995,0.91,100.6,6.24,0,32.0
131,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,131,35,6,0,4.52,0.91,100.6,6.24,0,36.0
132,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,132,23,4,0,4.88,0.91,100.6,6.24,0,24.0
133,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,133,36,6,0,4.43,0.91,100.6,6.24,0,36.0
134,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,134,4,0,0,4.29,0.91,100.6,6.24,0,4.0
135,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,135,16,2,0,6.43,0.91,100.6,6.24,0,16.0
136,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,136,31,5,0,5.53,0.91,100.6,6.24,0,32.0
137,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,137,20,3,0,4.04,0.91,100.6,6.24,0,20.0
138,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,138,24,4,0,6.11,0.91,100.6,6.24,0,24.0
139,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,139,37,6,0,5.32,0.91,100.6,6.24,0,36.0
140,4,1,Discount,"{'DISCOUNT': 0.91, 'HORIZON': 100.6, 'BETA': 6.24}",0,140,32,5,0,5.0,0.91,100.6,6.24,0,32.0
0,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,0,1,6,0,4.94,0.82,103.26,13.38,0,36.0
1,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,1,1,1,0,6.21,0.82,103.26,13.38,0,8.0
2,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,2,2,6,0,5.25,0.82,103.26,13.38,0,36.0
3,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,3,2,1,0,5.04,0.82,103.26,13.38,0,8.0
4,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,4,1,4,0,4.93,0.82,103.26,13.38,0,24.0
5,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,5,2,4,0,5.9399999999999995,0.82,103.26,13.38,0,24.0
6,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,6,3,6,0,3.8600000000000003,0.82,103.26,13.38,0,36.0
7,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,7,1,5,0,4.73,0.82,103.26,13.38,0,32.0
8,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,8,4,6,0,6.51,0.82,103.26,13.38,0,36.0
9,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,9,2,5,0,4.18,0.82,103.26,13.38,0,32.0
10,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,10,5,6,0,5.65,0.82,103.26,13.38,0,36.0
11,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,11,1,0,0,6.55,0.82,103.26,13.38,0,4.0
12,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,12,6,6,0,5.82,0.82,103.26,13.38,0,36.0
13,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,13,3,4,0,3.4699999999999998,0.82,103.26,13.38,0,24.0
14,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,14,3,5,0,4.5,0.82,103.26,13.38,0,32.0
15,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,15,1,2,0,4.38,0.82,103.26,13.38,0,16.0
16,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,16,7,6,0,5.8,0.82,103.26,13.38,0,36.0
17,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,17,8,6,0,5.22,0.82,103.26,13.38,0,36.0
18,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,18,4,4,0,5.26,0.82,103.26,13.38,0,24.0
19,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,19,1,3,0,5.97,0.82,103.26,13.38,0,20.0
20,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,20,9,6,0,6.6899999999999995,0.82,103.26,13.38,0,36.0
21,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,21,4,5,0,7.220000000000001,0.82,103.26,13.38,0,32.0
22,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,22,10,6,0,5.24,0.82,103.26,13.38,0,36.0
23,4,1,Discount,"{'DISCOUNT': 0.82, 'HORIZON': 103.26, 'BETA': 13.38}",1,23,2,2,0,4.37,0.82,103.26,13.38,0,16.0
