ExportDate,RecordingResolution,RecordingTimestamp,EyeTrackerTimestamp,FixationIndex,SaccadeIndex,GazeEventType,GazeEventDuration,FixationPointX (MCSpx),FixationPointY (MCSpx),GazePointIndex,GazePointX (ADCSpx),GazePointY (ADCSpx),DistanceLeft,DistanceRight,PupilLeft,PupilRight,ValidityLeft,ValidityRight
27/10/2015,1280 x 1024,416,1.42679E+15,2,,Fixation,250,338,34,19,336,19,609.64,609.64,2.94,2.76,0,0
27/10/2015,1280 x 1024,425,1.42679E+15,2,,Fixation,250,338,34,20,338,27,609.66,609.66,2.92,2.77,0,0
27/10/2015,1280 x 1024,433,1.42679E+15,2,,Fixation,250,338,34,21,337,26,609.71,609.71,2.93,2.76,0,0
27/10/2015,1280 x 1024,441,1.42679E+15,2,,Fixation,250,338,34,22,335,27,609.7,609.7,2.92,2.76,0,0
27/10/2015,1280 x 1024,450,1.42679E+15,2,,Fixation,250,338,34,23,336,28,609.64,609.64,2.89,2.76,0,0
27/10/2015,1280 x 1024,458,1.42679E+15,2,,Fixation,250,338,34,24,340,26,609.66,609.66,2.87,2.73,0,0
27/10/2015,1280 x 1024,466,1.42679E+15,2,,Fixation,250,338,34,25,341,29,609.7,609.7,2.87,2.72,0,0
27/10/2015,1280 x 1024,475,1.42679E+15,2,,Fixation,250,338,34,26,339,30,609.66,609.66,2.86,2.72,0,0
27/10/2015,1280 x 1024,483,1.42679E+15,2,,Fixation,250,338,34,27,338,31,609.59,609.59,2.86,2.71,0,0
27/10/2015,1280 x 1024,491,1.42679E+15,2,,Fixation,250,338,34,28,335,30,609.53,609.53,2.86,2.7,0,0
27/10/2015,1280 x 1024,500,1.42679E+15,2,,Fixation,250,338,34,29,336,31,609.48,609.48,2.84,2.71,0,0
27/10/2015,1280 x 1024,508,1.42679E+15,2,,Fixation,250,338,34,30,337,33,609.44,609.44,2.83,2.7,0,0
27/10/2015,1280 x 1024,516,1.42679E+15,2,,Fixation,250,338,34,31,339,35,609.42,609.42,2.83,2.68,0,0
27/10/2015,1280 x 1024,525,1.42679E+15,2,,Fixation,250,338,34,32,338,33,609.4,609.4,2.82,2.68,0,0
27/10/2015,1280 x 1024,533,1.42679E+15,2,,Fixation,250,338,34,33,331,34,609.4,609.4,2.82,2.66,0,0
27/10/2015,1280 x 1024,541,1.42679E+15,2,,Fixation,250,338,34,34,335,36,609.45,609.45,2.81,2.66,0,0
27/10/2015,1280 x 1024,550,1.42679E+15,2,,Fixation,250,338,34,35,340,37,609.53,609.53,2.8,2.64,0,0
27/10/2015,1280 x 1024,558,1.42679E+15,2,,Fixation,250,338,34,36,340,40,609.59,609.59,2.8,2.65,0,0
27/10/2015,1280 x 1024,566,1.42679E+15,2,,Fixation,250,338,34,37,340,38,609.63,609.63,2.78,2.66,0,0
27/10/2015,1280 x 1024,575,1.42679E+15,2,,Fixation,250,338,34,38,340,38,609.64,609.64,2.78,2.66,0,0
27/10/2015,1280 x 1024,583,1.42679E+15,2,,Fixation,250,338,34,39,338,39,609.65,609.65,2.81,2.66,0,0
27/10/2015,1280 x 1024,591,1.42679E+15,2,,Fixation,250,338,34,40,336,36,609.66,609.66,2.8,2.66,0,0
27/10/2015,1280 x 1024,600,1.42679E+15,2,,Fixation,250,338,34,41,337,34,609.63,609.63,2.79,2.66,0,0
27/10/2015,1280 x 1024,608,1.42679E+15,2,,Fixation,250,338,34,42,339,35,609.6,609.6,2.79,2.66,0,0
27/10/2015,1280 x 1024,616,1.42679E+15,2,,Fixation,250,338,34,43,338,38,609.61,609.61,2.79,2.65,0,0
27/10/2015,1280 x 1024,625,1.42679E+15,2,,Fixation,250,338,34,44,336,43,609.64,609.64,2.79,2.64,0,0
27/10/2015,1280 x 1024,633,1.42679E+15,2,,Fixation,250,338,34,45,340,45,609.66,609.66,2.78,2.65,0,0
27/10/2015,1280 x 1024,641,1.42679E+15,2,,Fixation,250,338,34,46,341,44,609.68,609.68,2.77,2.65,0,0
27/10/2015,1280 x 1024,650,1.42679E+15,2,,Fixation,250,338,34,47,340,40,609.65,609.65,2.77,2.63,0,0
27/10/2015,1280 x 1024,658,1.42679E+15,2,,Fixation,250,338,34,48,341,36,609.6,609.6,2.78,2.63,0,0
27/10/2015,1280 x 1024,666,1.42679E+15,,2,Saccade,42,,,49,327,38,609.43,609.43,2.78,2.64,0,0
27/10/2015,1280 x 1024,675,1.42679E+15,,2,Saccade,42,,,50,296,36,609.5,609.5,2.78,2.66,0,0
27/10/2015,1280 x 1024,683,1.42679E+15,,2,Saccade,42,,,51,257,9,609.84,609.84,2.77,2.65,0,0
27/10/2015,1280 x 1024,691,1.42679E+15,,2,Saccade,42,,,52,231,-9,610.04,610.04,2.76,2.63,0,0
27/10/2015,1280 x 1024,700,1.42679E+15,,2,Saccade,42,,,53,211,-16,610.19,610.19,2.78,2.65,0,0
27/10/2015,1280 x 1024,708,1.42679E+15,3,,Fixation,283,,,54,209,-17,610.17,610.17,2.78,2.68,0,0
27/10/2015,1280 x 1024,716,1.42679E+15,3,,Fixation,283,,,55,212,-18,610.09,610.09,2.77,2.67,0,0
27/10/2015,1280 x 1024,724,1.42679E+15,3,,Fixation,283,,,56,212,-16,610.14,610.14,2.78,2.65,0,0
27/10/2015,1280 x 1024,733,1.42679E+15,3,,Fixation,283,,,57,211,-14,610.16,610.16,2.77,2.65,0,0
27/10/2015,1280 x 1024,741,1.42679E+15,3,,Fixation,283,,,58,215,-12,610.17,610.17,2.76,2.64,0,0
27/10/2015,1280 x 1024,749,1.42679E+15,3,,Fixation,283,,,59,215,-10,610.13,610.13,2.76,2.63,0,0
27/10/2015,1280 x 1024,758,1.42679E+15,3,,Fixation,283,,,60,213,-9,610.06,610.06,2.77,2.64,0,0
27/10/2015,1280 x 1024,766,1.42679E+15,3,,Fixation,283,,,61,213,-10,610.06,610.06,2.78,2.63,0,0
27/10/2015,1280 x 1024,774,1.42679E+15,3,,Fixation,283,,,62,211,-13,610.11,610.11,2.79,2.63,0,0
27/10/2015,1280 x 1024,783,1.42679E+15,3,,Fixation,283,,,63,212,-14,610.17,610.17,2.79,2.65,0,0
27/10/2015,1280 x 1024,791,1.42679E+15,3,,Fixation,283,,,64,213,-10,610.19,610.19,2.78,2.66,0,0
27/10/2015,1280 x 1024,799,1.42679E+15,3,,Fixation,283,,,65,213,-7,610.17,610.17,2.78,2.67,0,0
27/10/2015,1280 x 1024,808,1.42679E+15,3,,Fixation,283,,,66,211,-8,610.14,610.14,2.78,2.66,0,0
27/10/2015,1280 x 1024,816,1.42679E+15,3,,Fixation,283,,,67,211,-10,610.1,610.1,2.78,2.65,0,0
27/10/2015,1280 x 1024,824,1.42679E+15,3,,Fixation,283,,,68,211,-11,610.08,610.08,2.76,2.65,0,0
27/10/2015,1280 x 1024,833,1.42679E+15,3,,Fixation,283,,,69,213,-10,610.11,610.11,2.78,2.67,0,0
27/10/2015,1280 x 1024,841,1.42679E+15,3,,Fixation,283,,,70,216,-7,610.14,610.14,2.8,2.7,0,0
27/10/2015,1280 x 1024,849,1.42679E+15,3,,Fixation,283,,,71,213,-8,610.15,610.15,2.8,2.67,0,0
27/10/2015,1280 x 1024,858,1.42679E+15,3,,Fixation,283,,,72,213,-11,610.14,610.14,2.81,2.69,0,0
27/10/2015,1280 x 1024,866,1.42679E+15,3,,Fixation,283,,,73,216,-13,610.11,610.11,2.8,2.69,0,0
27/10/2015,1280 x 1024,874,1.42679E+15,3,,Fixation,283,,,74,213,-9,610.1,610.1,2.8,2.68,0,0
27/10/2015,1280 x 1024,883,1.42679E+15,3,,Fixation,283,,,75,214,-5,610.1,610.1,2.81,2.69,0,0
27/10/2015,1280 x 1024,891,1.42679E+15,3,,Fixation,283,,,76,214,-8,610.04,610.04,2.82,2.69,0,0
27/10/2015,1280 x 1024,899,1.42679E+15,3,,Fixation,283,,,77,213,-5,610.01,610.01,2.82,2.69,0,0
27/10/2015,1280 x 1024,908,1.42679E+15,3,,Fixation,283,,,78,215,-5,610.03,610.03,2.82,2.7,0,0
27/10/2015,1280 x 1024,916,1.42679E+15,3,,Fixation,283,,,79,219,-11,610.02,610.02,2.81,2.7,0,0
27/10/2015,1280 x 1024,924,1.42679E+15,3,,Fixation,283,,,80,217,-9,610.01,610.01,2.81,2.71,0,0
27/10/2015,1280 x 1024,933,1.42679E+15,3,,Fixation,283,,,81,211,-11,609.98,609.98,2.82,2.73,0,0
27/10/2015,1280 x 1024,941,1.42679E+15,3,,Fixation,283,,,82,212,-10,609.89,609.89,2.82,2.73,0,0
27/10/2015,1280 x 1024,949,1.42679E+15,3,,Fixation,283,,,83,213,-8,609.85,609.85,2.82,2.73,0,0
27/10/2015,1280 x 1024,958,1.42679E+15,3,,Fixation,283,,,84,213,-11,609.92,609.92,2.84,2.72,0,0
27/10/2015,1280 x 1024,966,1.42679E+15,3,,Fixation,283,,,85,217,-14,609.95,609.95,2.85,2.72,0,0
27/10/2015,1280 x 1024,974,1.42679E+15,3,,Fixation,283,,,86,215,-14,609.91,609.91,2.85,2.73,0,0
27/10/2015,1280 x 1024,983,1.42679E+15,3,,Fixation,283,,,87,214,-10,609.88,609.88,2.84,2.73,0,0
27/10/2015,1280 x 1024,991,1.42679E+15,,3,Saccade,58,,,88,219,-3,609.84,609.84,2.83,2.74,0,0
27/10/2015,1280 x 1024,999,1.42679E+15,,3,Saccade,58,,,89,260,29,609.97,609.97,2.85,2.77,0,0
27/10/2015,1280 x 1024,1008,1.42679E+15,,3,Saccade,58,,,90,326,83,609.65,609.65,2.87,2.77,0,0
27/10/2015,1280 x 1024,1016,1.42679E+15,,3,Saccade,58,,,91,401,155,609.09,609.09,2.87,2.78,0,0
27/10/2015,1280 x 1024,1024,1.42679E+15,,3,Saccade,58,,,92,459,216,609.14,609.14,2.88,2.77,0,0
27/10/2015,1280 x 1024,1033,1.42679E+15,,3,Saccade,58,,,93,494,276,609.02,609.02,2.88,2.75,0,0
27/10/2015,1280 x 1024,1041,1.42679E+15,,3,Saccade,58,,,94,508,304,609.1,609.1,2.89,2.74,0,0
27/10/2015,1280 x 1024,1049,1.42679E+15,4,,Fixation,125,525,351,95,513,310,609.27,609.27,2.89,2.75,0,0
27/10/2015,1280 x 1024,1058,1.42679E+15,4,,Fixation,125,525,351,96,517,318,609.21,609.21,2.89,2.77,0,0
27/10/2015,1280 x 1024,1066,1.42679E+15,4,,Fixation,125,525,351,97,521,324,609.28,609.28,2.89,2.79,0,0
27/10/2015,1280 x 1024,1074,1.42679E+15,4,,Fixation,125,525,351,98,522,329,609.17,609.17,2.9,2.79,0,0
27/10/2015,1280 x 1024,1083,1.42679E+15,4,,Fixation,125,525,351,99,523,340,609.09,609.09,2.91,2.78,0,0
27/10/2015,1280 x 1024,1091,1.42679E+15,4,,Fixation,125,525,351,100,524,348,609.13,609.13,2.91,2.78,0,0
27/10/2015,1280 x 1024,1099,1.42679E+15,4,,Fixation,125,525,351,101,524,353,609.14,609.14,2.91,2.8,0,0
27/10/2015,1280 x 1024,1108,1.42679E+15,4,,Fixation,125,525,351,102,523,359,609.14,609.14,2.92,2.81,0,0
27/10/2015,1280 x 1024,1116,1.42679E+15,4,,Fixation,125,525,351,103,526,363,609.18,609.18,2.93,2.81,0,0
27/10/2015,1280 x 1024,1124,1.42679E+15,4,,Fixation,125,525,351,104,527,364,609.18,609.18,2.94,2.82,0,0
27/10/2015,1280 x 1024,1133,1.42679E+15,4,,Fixation,125,525,351,105,526,365,609.15,609.15,2.94,2.84,0,0
27/10/2015,1280 x 1024,1141,1.42679E+15,4,,Fixation,125,525,351,106,528,368,609.2,609.2,2.93,2.84,0,0
27/10/2015,1280 x 1024,1149,1.42679E+15,4,,Fixation,125,525,351,107,533,373,609.26,609.26,2.96,2.83,0,0
27/10/2015,1280 x 1024,1158,1.42679E+15,4,,Fixation,125,525,351,108,534,373,609.32,609.32,2.97,2.84,0,0
27/10/2015,1280 x 1024,1166,1.42679E+15,4,,Fixation,125,525,351,109,529,373,609.46,609.46,2.96,2.86,0,0
27/10/2015,1280 x 1024,1174,1.42679E+15,,4,Saccade,8,,,110,527,377,609.64,609.64,2.96,2.82,0,0
27/10/2015,1280 x 1024,1183,1.42679E+15,,,Unclassified,8,,,111,530,414,609.79,,2.85,,0,4
27/10/2015,1280 x 1024,1191,1.42679E+15,,,Unclassified,216,,,112,,,,,,,4,4
27/10/2015,1280 x 1024,1199,1.42679E+15,,,Unclassified,216,,,113,,,,,,,4,4
27/10/2015,1280 x 1024,1208,1.42679E+15,,,Unclassified,216,,,114,,,,,,,4,4
27/10/2015,1280 x 1024,1216,1.42679E+15,,,Unclassified,216,,,115,,,,,,,4,4
27/10/2015,1280 x 1024,1224,1.42679E+15,,,Unclassified,216,,,116,,,,,,,4,4
27/10/2015,1280 x 1024,1233,1.42679E+15,,,Unclassified,216,,,117,,,,,,,4,4
27/10/2015,1280 x 1024,1241,1.42679E+15,,,Unclassified,216,,,118,,,,,,,4,4
27/10/2015,1280 x 1024,1249,1.42679E+15,,,Unclassified,216,,,119,,,,,,,4,4
27/10/2015,1280 x 1024,1257,1.42679E+15,,,Unclassified,216,,,120,,,,,,,4,4
27/10/2015,1280 x 1024,1266,1.42679E+15,,,Unclassified,216,,,121,,,,,,,4,4
27/10/2015,1280 x 1024,1274,1.42679E+15,,,Unclassified,216,,,122,,,,,,,4,4
27/10/2015,1280 x 1024,1282,1.42679E+15,,,Unclassified,216,,,123,,,,,,,4,4
27/10/2015,1280 x 1024,1291,1.42679E+15,,,Unclassified,216,,,124,,,,,,,4,4
27/10/2015,1280 x 1024,1299,1.42679E+15,,,Unclassified,216,,,125,,,,,,,4,4
27/10/2015,1280 x 1024,1307,1.42679E+15,,,Unclassified,216,,,126,,,,,,,4,4
27/10/2015,1280 x 1024,1316,1.42679E+15,,,Unclassified,216,,,127,,,,,,,4,4
27/10/2015,1280 x 1024,1324,1.42679E+15,,,Unclassified,216,,,128,,,,,,,4,4
27/10/2015,1280 x 1024,1332,1.42679E+15,,,Unclassified,216,,,129,,,,,,,4,4
27/10/2015,1280 x 1024,1341,1.42679E+15,,,Unclassified,216,,,130,,,,,,,4,4
27/10/2015,1280 x 1024,1349,1.42679E+15,,,Unclassified,216,,,131,,,,,,,4,4
27/10/2015,1280 x 1024,1357,1.42679E+15,,,Unclassified,216,,,132,,,,,,,4,4
27/10/2015,1280 x 1024,1366,1.42679E+15,,,Unclassified,216,,,133,,,,,,,4,4
27/10/2015,1280 x 1024,1374,1.42679E+15,,,Unclassified,216,,,134,,,,,,,4,4
27/10/2015,1280 x 1024,1382,1.42679E+15,,,Unclassified,216,,,135,,,,,,,4,4
27/10/2015,1280 x 1024,1391,1.42679E+15,,,Unclassified,216,,,136,,,,,,,4,4
27/10/2015,1280 x 1024,1399,1.42679E+15,,,Unclassified,216,,,137,,,,,,,4,4
27/10/2015,1280 x 1024,1407,1.42679E+15,,,Unclassified,8,,,138,490,923,613.08,613.08,3.24,3.09,0,0
27/10/2015,1280 x 1024,1416,1.42679E+15,,,Unclassified,50,,,139,503,919,613.3,613.3,3.25,3.1,0,0
27/10/2015,1280 x 1024,1424,1.42679E+15,,,Unclassified,50,,,140,501,913,613.78,613.78,3.24,3.11,0,0
27/10/2015,1280 x 1024,1432,1.42679E+15,,,Unclassified,50,,,141,500,911,614.19,614.19,3.21,3.14,0,0
27/10/2015,1280 x 1024,1441,1.42679E+15,,,Unclassified,50,,,142,502,917,614.64,614.64,3.21,3.15,0,0
27/10/2015,1280 x 1024,1449,1.42679E+15,,,Unclassified,50,,,143,506,923,615.17,615.17,3.23,3.17,0,0
27/10/2015,1280 x 1024,1457,1.42679E+15,,,Unclassified,50,,,144,506,916,615.73,615.73,3.25,3.15,0,0
27/10/2015,1280 x 1024,1466,1.42679E+15,,5,Saccade,67,,,145,491,923,616.08,616.08,3.28,3.15,0,0
27/10/2015,1280 x 1024,1474,1.42679E+15,,5,Saccade,67,,,146,432,962,616.81,616.81,3.29,3.21,0,0
27/10/2015,1280 x 1024,1482,1.42679E+15,,5,Saccade,67,,,147,333,1034,617.55,,3.31,,0,4
27/10/2015,1280 x 1024,1491,1.42679E+15,,5,Saccade,67,,,148,173,1107,617.96,617.96,3.31,3.24,0,0
27/10/2015,1280 x 1024,1499,1.42679E+15,,5,Saccade,67,,,149,84,1166,618.53,618.53,3.27,3.24,0,0
27/10/2015,1280 x 1024,1507,1.42679E+15,,5,Saccade,67,,,150,-37,1236,619.23,619.23,3.25,3.21,0,0
27/10/2015,1280 x 1024,1516,1.42679E+15,,5,Saccade,67,,,151,-177,1307,620.24,620.24,3.26,3.19,0,0
27/10/2015,1280 x 1024,1524,1.42679E+15,,5,Saccade,67,,,152,-259,1359,621.01,621.01,3.27,3.2,0,0
27/10/2015,1280 x 1024,1532,1.42679E+15,5,,Fixation,258,,,153,-283,1376,621.69,621.69,3.27,3.22,0,0
27/10/2015,1280 x 1024,1541,1.42679E+15,5,,Fixation,258,,,154,-280,1371,622.3,622.3,3.29,3.25,0,0
27/10/2015,1280 x 1024,1549,1.42679E+15,5,,Fixation,258,,,155,-284,1374,622.7,622.7,3.29,3.24,0,0
27/10/2015,1280 x 1024,1557,1.42679E+15,5,,Fixation,258,,,156,-293,1381,623.18,623.18,3.28,3.21,0,0
27/10/2015,1280 x 1024,1566,1.42679E+15,5,,Fixation,258,,,157,-289,1373,623.53,623.53,3.28,3.22,0,0
27/10/2015,1280 x 1024,1574,1.42679E+15,5,,Fixation,258,,,158,-290,1372,623.92,623.92,3.28,3.21,0,0
27/10/2015,1280 x 1024,1582,1.42679E+15,5,,Fixation,258,,,159,-305,1391,624.37,,3.28,,0,4
27/10/2015,1280 x 1024,1590,1.42679E+15,5,,Fixation,258,,,160,-308,1392,624.8,624.8,3.28,3.17,0,0
27/10/2015,1280 x 1024,1599,1.42679E+15,5,,Fixation,258,,,161,-297,1386,625.23,625.23,3.3,3.23,0,0
27/10/2015,1280 x 1024,1607,1.42679E+15,5,,Fixation,258,,,162,-292,1376,625.56,625.56,3.29,3.27,0,0
27/10/2015,1280 x 1024,1616,1.42679E+15,5,,Fixation,258,,,163,-292,1378,625.82,625.82,3.3,3.24,0,0
27/10/2015,1280 x 1024,1624,1.42679E+15,5,,Fixation,258,,,164,-291,1382,626.07,626.07,3.33,3.24,0,0
27/10/2015,1280 x 1024,1632,1.42679E+15,5,,Fixation,258,,,165,-299,1386,626.47,626.47,3.32,3.24,0,0
27/10/2015,1280 x 1024,1640,1.42679E+15,5,,Fixation,258,,,166,-300,1387,626.9,626.9,3.3,3.27,0,0
27/10/2015,1280 x 1024,1649,1.42679E+15,5,,Fixation,258,,,167,-295,1386,627.3,627.3,3.29,3.29,0,0
27/10/2015,1280 x 1024,1657,1.42679E+15,5,,Fixation,258,,,168,-303,1385,627.57,627.57,3.31,3.28,0,0
27/10/2015,1280 x 1024,1666,1.42679E+15,5,,Fixation,258,,,169,-298,1386,627.83,627.83,3.32,3.29,0,0
27/10/2015,1280 x 1024,1674,1.42679E+15,5,,Fixation,258,,,170,-285,1383,627.98,627.98,3.33,3.3,0,0
27/10/2015,1280 x 1024,1682,1.42679E+15,5,,Fixation,258,,,171,-293,1380,628.17,628.17,3.33,3.29,0,0
27/10/2015,1280 x 1024,1690,1.42679E+15,5,,Fixation,258,,,172,-300,1388,628.45,628.45,3.33,3.26,0,0
27/10/2015,1280 x 1024,1699,1.42679E+15,5,,Fixation,258,,,173,-295,1392,628.73,628.73,3.32,3.25,0,0
27/10/2015,1280 x 1024,1707,1.42679E+15,5,,Fixation,258,,,174,-288,1390,628.94,628.94,3.32,3.29,0,0
27/10/2015,1280 x 1024,1716,1.42679E+15,5,,Fixation,258,,,175,-291,1384,629.14,629.14,3.33,3.31,0,0
27/10/2015,1280 x 1024,1724,1.42679E+15,5,,Fixation,258,,,176,-298,1389,629.35,629.35,3.32,3.29,0,0
27/10/2015,1280 x 1024,1732,1.42679E+15,5,,Fixation,258,,,177,-300,1394,629.52,629.52,3.32,3.27,0,0
27/10/2015,1280 x 1024,1741,1.42679E+15,5,,Fixation,258,,,178,-301,1393,629.66,629.66,3.33,3.24,0,0
27/10/2015,1280 x 1024,1749,1.42679E+15,5,,Fixation,258,,,179,-297,1392,629.82,629.82,3.33,3.28,0,0
27/10/2015,1280 x 1024,1757,1.42679E+15,5,,Fixation,258,,,180,-293,1389,629.98,629.98,3.34,3.29,0,0
27/10/2015,1280 x 1024,1766,1.42679E+15,5,,Fixation,258,,,181,-292,1392,630.09,630.09,3.34,3.28,0,0
27/10/2015,1280 x 1024,1774,1.42679E+15,5,,Fixation,258,,,182,-293,1391,630.18,630.18,3.33,3.27,0,0
27/10/2015,1280 x 1024,1782,1.42679E+15,5,,Fixation,258,,,183,-300,1392,630.23,630.23,3.33,3.26,0,0
27/10/2015,1280 x 1024,1790,1.42679E+15,,6,Saccade,8,,,184,-301,1398,630.34,630.34,3.33,3.27,0,0
27/10/2015,1280 x 1024,1799,1.42679E+15,,,Unclassified,8,,,185,-324,1432,630.51,630.51,3.34,3.28,0,0
27/10/2015,1280 x 1024,1807,1.42679E+15,,,Unclassified,924,,,186,,,,,,,4,4
27/10/2015,1280 x 1024,1815,1.42679E+15,,,Unclassified,924,,,187,,,,,,,4,4
27/10/2015,1280 x 1024,1824,1.42679E+15,,,Unclassified,924,,,188,,,,,,,4,4
27/10/2015,1280 x 1024,1832,1.42679E+15,,,Unclassified,924,,,189,,,,,,,4,4
27/10/2015,1280 x 1024,1840,1.42679E+15,,,Unclassified,924,,,190,,,,,,,4,4
27/10/2015,1280 x 1024,1849,1.42679E+15,,,Unclassified,924,,,191,,,,,,,4,4
27/10/2015,1280 x 1024,1857,1.42679E+15,,,Unclassified,924,,,192,,,,,,,4,4
27/10/2015,1280 x 1024,1865,1.42679E+15,,,Unclassified,924,,,193,,,,,,,4,4
27/10/2015,1280 x 1024,1874,1.42679E+15,,,Unclassified,924,,,194,,,,,,,4,4
27/10/2015,1280 x 1024,1882,1.42679E+15,,,Unclassified,924,,,195,,,,,,,4,4
27/10/2015,1280 x 1024,1890,1.42679E+15,,,Unclassified,924,,,196,,,,,,,4,4
27/10/2015,1280 x 1024,1899,1.42679E+15,,,Unclassified,924,,,197,,,,,,,4,4
27/10/2015,1280 x 1024,1907,1.42679E+15,,,Unclassified,924,,,198,,,,,,,4,4
27/10/2015,1280 x 1024,1915,1.42679E+15,,,Unclassified,924,,,199,,,,,,,4,4
27/10/2015,1280 x 1024,1924,1.42679E+15,,,Unclassified,924,,,200,,,,,,,4,4
27/10/2015,1280 x 1024,1932,1.42679E+15,,,Unclassified,924,,,201,,,,,,,4,4
27/10/2015,1280 x 1024,1940,1.42679E+15,,,Unclassified,924,,,202,,,,,,,4,4
27/10/2015,1280 x 1024,1949,1.42679E+15,,,Unclassified,924,,,203,,,,,,,4,4
27/10/2015,1280 x 1024,1957,1.42679E+15,,,Unclassified,924,,,204,,,,,,,4,4
27/10/2015,1280 x 1024,1965,1.42679E+15,,,Unclassified,924,,,205,,,,,,,4,4
27/10/2015,1280 x 1024,1974,1.42679E+15,,,Unclassified,924,,,206,,,,,,,4,4
27/10/2015,1280 x 1024,1982,1.42679E+15,,,Unclassified,924,,,207,,,,,,,4,4
27/10/2015,1280 x 1024,1990,1.42679E+15,,,Unclassified,924,,,208,,,,,,,4,4
27/10/2015,1280 x 1024,1999,1.42679E+15,,,Unclassified,924,,,209,,,,,,,4,4
27/10/2015,1280 x 1024,2007,1.42679E+15,,,Unclassified,924,,,210,,,,,,,4,4
27/10/2015,1280 x 1024,2015,1.42679E+15,,,Unclassified,924,,,211,,,,,,,4,4
27/10/2015,1280 x 1024,2024,1.42679E+15,,,Unclassified,924,,,212,,,,,,,4,4
27/10/2015,1280 x 1024,2032,1.42679E+15,,,Unclassified,924,,,213,,,,,,,4,4
27/10/2015,1280 x 1024,2040,1.42679E+15,,,Unclassified,924,,,214,,,,,,,4,4
27/10/2015,1280 x 1024,2049,1.42679E+15,,,Unclassified,924,,,215,,,,,,,4,4
27/10/2015,1280 x 1024,2057,1.42679E+15,,,Unclassified,924,,,216,,,,,,,4,4
27/10/2015,1280 x 1024,2065,1.42679E+15,,,Unclassified,924,,,217,,,,,,,4,4
27/10/2015,1280 x 1024,2074,1.42679E+15,,,Unclassified,924,,,218,,,,,,,4,4
27/10/2015,1280 x 1024,2082,1.42679E+15,,,Unclassified,924,,,219,,,,,,,4,4
27/10/2015,1280 x 1024,2090,1.42679E+15,,,Unclassified,924,,,220,,,,,,,4,4
27/10/2015,1280 x 1024,2099,1.42679E+15,,,Unclassified,924,,,221,,,,,,,4,4
27/10/2015,1280 x 1024,2107,1.42679E+15,,,Unclassified,924,,,222,,,,,,,4,4
27/10/2015,1280 x 1024,2115,1.42679E+15,,,Unclassified,924,,,223,,,,,,,4,4
27/10/2015,1280 x 1024,2124,1.42679E+15,,,Unclassified,924,,,224,,,,,,,4,4
27/10/2015,1280 x 1024,2132,1.42679E+15,,,Unclassified,924,,,225,,,,,,,4,4
27/10/2015,1280 x 1024,2140,1.42679E+15,,,Unclassified,924,,,226,,,,,,,4,4
